"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Western Pennsylvania","410140-G01","410140","ALLISON PARK","MAIN OFFICE","4746 WILLIAM FLYNN HWY","ALLEGHENY","ALLISON PARK","PA","15101-9998","Active","Owned","1352758","X16942","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1985","8,402","46,617"," 1/6"
"14","Western Pennsylvania","410144-G01","410144","ALLPORT","MAIN OFFICE","5695 MORRISDALE ALLPORT HWY","CLEARFIELD","ALLPORT","PA","16821-9998","Active","Owned","1352764","X16944","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","1/1/1991","814","19,940"," 0/1"
"15","Western Pennsylvania","410152-G01","410152","ALTOONA","MAIN OFFICE","1201 11TH AVE","BLAIR","ALTOONA","PA","16601-9721","Active","Owned","1352877","X16954","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","63,808","67,500","1"
"16","Western Pennsylvania","410152-G01","410152","ALTOONA","MAIN OFFICE","1201 11TH AVE","BLAIR","ALTOONA","PA","16601-9721","Active","Owned","1436838","X1C699","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","63,808","67,500","1"
"17","Western Pennsylvania","410152-G02","410152","ALTOONA","P&DF","140 PATCHWAY RD","BLAIR","DUNCANSVILLE","PA","16635-9997","Active","Owned","1441234","X16953","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1998","58,327","326,700"," 1/6"
"18","Western Pennsylvania","410152-G02","410152","ALTOONA","P&DF","140 PATCHWAY RD","BLAIR","DUNCANSVILLE","PA","16635-9997","Active","Owned","1456169","15132","Mail Processing","Mail Processing Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1998","58,327","326,700"," 1/6"
"19","Western Pennsylvania","410152-G02","410152","ALTOONA","P&DF","140 PATCHWAY RD","BLAIR","DUNCANSVILLE","PA","16635-9997","Active","Owned","1472107","17381","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1998","58,327","326,700"," 1/6"
"20","Western Pennsylvania","410168-G06","410168","ALVERTON","MAIN OFFICE","459 RUFFSDALE ALVERTON RD","WESTMORELAND","ALVERTON","PA","15612-1001","Active","Owned","1352899","X16957","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","12/1/1998","1,040","0",""
"21","Philadelphia Metropolitan","410180-G03","410180","AMBLER","MAIN OFFICE","200 W BUTLER AVE","MONTGOMERY","AMBLER","PA","19002-9998","Active","Owned","1352928","X16960","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1990","17,308","111,856"," 1/7"
"22","Western Pennsylvania","410184-G01","410184","AMBRIDGE","MAIN OFFICE","1020 MERCHANT ST","BEAVER","AMBRIDGE","PA","15003-9998","Active","Owned","1352934","X16961","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1936","15,435","29,040"," 5/9"
"23","Central Pennsylvania","410220-G01","410220","ANNVILLE","MAIN OFFICE","51 N LANCASTER ST","LEBANON","ANNVILLE","PA","17003-9998","Active","Owned","1353131","X16975","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","9/1/1962","3,985","15,700"," 1/4"
"24","Philadelphia Metropolitan","410268-G01","410268","ARDMORE","MAIN OFFICE","30 ARDMORE AVE","MONTGOMERY","ARDMORE","PA","19003-9998","Active","Owned","1353286","X16991","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","10,946","28,125"," 2/5"
"25","Central Pennsylvania","410272-G01","410272","ARENDTSVILLE","MAIN OFFICE","26 S HIGH ST","ADAMS","ARENDTSVILLE","PA","17303-9998","Active","Owned","1353295","X16993","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","5/1/1988","1,168","13,801"," 0/1"
"26","Western Pennsylvania","410300-G03","410300","ARONA","MAIN OFFICE","2128 MAIN ST","WESTMORELAND","ARONA","PA","15617-1001","Active","Owned","1353399","X17004","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","3/1/1998","960","0",""
"27","Central Pennsylvania","410328-G01","410328","ATHENS","MAIN OFFICE","301 S MAIN ST","BRADFORD","ATHENS","PA","18810-9998","Active","Owned","1353568","X17021","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","6,798","22,930"," 2/7"
"28","Western Pennsylvania","410384-G01","410384","AVONMORE","MAIN OFFICE","516 WESTMORELAND AVE","WESTMORELAND","AVONMORE","PA","15618-9998","Active","Owned","1353802","X17047","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","3/1/1962","2,182","4,816"," 4/9"
"29","Philadelphia Metropolitan","410412-G02","410412","BALA CYNWYD","MAIN OFFICE","1 UNION AVE","MONTGOMERY","BALA CYNWYD","PA","19004-9998","Active","Owned","1353911","X17061","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1979","10,554","110,994"," 0/1"
"30","Central Pennsylvania","410420-G01","410420","BANGOR","MAIN OFFICE","212 S 1ST ST","NORTHAMPTON","BANGOR","PA","18013-9998","Active","Owned","1353979","X17068","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1940","9,561","16,900"," 4/7"
"31","Western Pennsylvania","410504-G01","410504","BEAVER","MAIN OFFICE","777 CORPORATION ST","BEAVER","BEAVER","PA","15009-9998","Active","Owned","1354367","X17119","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1960","10,275","21,176"," 1/2"
"32","Western Pennsylvania","410516-G01","410516","BEAVER FALLS","MAIN OFFICE","720 11TH ST","BEAVER","BEAVER FALLS","PA","15010-9998","Active","Owned","1354361","X17122","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1937","15,132","27,550"," 5/9"
"33","Western Pennsylvania","410540-G01","410540","BEDFORD","MAIN OFFICE","201 S JULIANA ST","BEDFORD","BEDFORD","PA","15522-9998","Active","Owned","1354405","X17139","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1915","9,077","15,372"," 3/5"
"34","Western Pennsylvania","410556-G02","410556","BELLE VERNON","MAIN OFFICE","611 CIRCLE DR","FAYETTE","BELLE VERNON","PA","15012-9998","Active","Owned","1354517","X17155","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1981","6,931","62,579"," 1/9"
"35","Western Pennsylvania","410552-G01","410552","BELLEFONTE","MAIN OFFICE","132 N ALLEGHENY ST","CENTRE","BELLEFONTE","PA","16823-9998","Active","Owned","1354520","X17156","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1934","11,701","23,401"," 1/2"
"36","Central Pennsylvania","410560-G02","410560","BELLEVILLE","MAIN OFFICE","4242 E MAIN ST","MIFFLIN","BELLEVILLE","PA","17004-9998","Active","Owned","1354531","X17159","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","","3,289","34,473"," 0/1"
"37","Philadelphia Metropolitan","410582-G01","410582","BENSALEM","MAIN OFFICE","1800 BYBERRY RD","BUCKS","BENSALEM","PA","19020-9998","Active","Owned","1354666","X17175","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1980","14,283","133,729"," 1/9"
"38","Central Pennsylvania","410588-G01","410588","BENTON","MAIN OFFICE","250 THIRD ST","COLUMBIA","BENTON","PA","17814-9998","Active","Owned","1354691","X17180","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","2/1/1964","2,384","8,747"," 2/7"
"39","Central Pennsylvania","410608-G01","410608","BERRYSBURG","MAIN OFFICE Bldg only","137 N CHESTNUT ST","DAUPHIN","BERRYSBURG","PA","17005-9800","Active","Owned","1354772","X17191","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","11/1/1996","1,000","0",""
"40","Central Pennsylvania","410612-G01","410612","BERWICK","MAIN OFFICE","330 PINE ST","COLUMBIA","BERWICK","PA","18603-9998","Active","Owned","1354786","X17193","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1966","10,298","49,848"," 1/5"
"41","Western Pennsylvania","410634-G01","410634","BETHEL PARK","MAIN OFFICE","2765 S PARK RD","ALLEGHENY","BETHEL PARK","PA","15102-9998","Active","Owned","1354824","X17203","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1979","13,402","62,320"," 2/9"
"42","Central Pennsylvania","410636-G04","410636","BETHLEHEM","BUTZTOWN BRANCH","3232 EASTON AVE","NORTHAMPTON","BETHLEHEM","PA","18020-4200","Active","Owned","1436399","X17461","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1992","3,486","19,080"," 1/6"
"43","Central Pennsylvania","410636-G02","410636","BETHLEHEM","MAIN OFFICE","535 WOOD ST","NORTHAMPTON","BETHLEHEM","PA","18016-9998","Active","Owned","1354832","X17206","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1976","25,510","141,050"," 1/6"
"44","Western Pennsylvania","410660-G01","410660","BIG RUN","MAIN OFFICE","401 E MAIN ST","JEFFERSON","BIG RUN","PA","15715-9998","Active","Owned","1354930","X17216","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","5/1/1970","4,608","32,160"," 1/7"
"45","Central Pennsylvania","410680-G02","410680","BIRDSBORO","MAIN OFFICE","340 W MAIN ST","BERKS","BIRDSBORO","PA","19508-9998","Active","Owned","1355005","X17228","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1987","8,426","76,666"," 1/9"
"46","Central Pennsylvania","410732-G01","410732","BLOOMSBURG","MAIN OFFICE","230 MARKET ST","COLUMBIA","BLOOMSBURG","PA","17815-9998","Active","Owned","1355212","X17255","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1936","11,366","29,029"," 2/5"
"47","Philadelphia Metropolitan","410744-G01","410744","BLUE BELL","MAIN OFFICE","651 E TOWNSHIP LINE RD","MONTGOMERY","BLUE BELL","PA","19422-9998","Active","Owned","1355230","X17260","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1988","16,788","130,055"," 1/8"
"48","Central Pennsylvania","410804-G01","410804","BOWMANSTOWN","MAIN OFFICE MODULAR","600 RAILROAD ST","CARBON","BOWMANSTOWN","PA","18030-9900","Active","Owned","1355550","X17298","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","","1,040","0",""
"49","Central Pennsylvania","410820-G02","410820","BOYERTOWN","MAIN OFFICE","128 S WASHINGTON ST","BERKS","BOYERTOWN","PA","19512-9998","Active","Owned","1355575","X17306","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1988","8,220","59,633"," 1/7"
"50","Western Pennsylvania","410844-G02","410844","BRADFORD","MAIN OFFICE","115 BOYLSTON ST","MCKEAN","BRADFORD","PA","16701-9700","Active","Owned","1355623","X17327","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1982","17,871","58,814"," 2/7"
"51","Western Pennsylvania","410876-G02","410876","BRAVE","MAIN OFFICE","120 OAK FOREST RD","GREENE","BRAVE","PA","15316-1001","Active","Owned","1355720","X17341","Post Office","Remotely Managed Post Office (RMPO)","Lease Purchase","Lease Purchase","USPS","No","12/1/2000","928","17,380"," 0/1"
"52","Western Pennsylvania","410900-G01","410900","BRIDGEVILLE","MAIN OFFICE","700 WASHINGTON AVE","ALLEGHENY","BRIDGEVILLE","PA","15017-9998","Active","Owned","1355825","X17358","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1940","15,120","34,000"," 4/9"
"53","Philadelphia Metropolitan","410912-G01","410912","BRISTOL","MAIN OFFICE","699 BEAVER ST","BUCKS","BRISTOL","PA","19007-9998","Active","Owned","1355898","X17363","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1914","14,356","73,777"," 1/5"
"54","Western Pennsylvania","410920-G01","410920","BROAD TOP","MAIN OFFICE  MODULAR","3956 LOCUST ST","HUNTINGDON","BROAD TOP","PA","16621-9998","Active","Owned","1355923","X17368","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","1/1/1998","960","0",""
"55","Western Pennsylvania","410952-G01","410952","BROOKVILLE","MAIN OFFICE","67 WHITE ST","JEFFERSON","BROOKVILLE","PA","15825-1279","Active","Owned","1356058","X17390","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1966","6,233","6,965"," 8/9"
"56","Western Pennsylvania","410972-G01","410972","BROWNSVILLE","MAIN OFFICE","100 CHARLES ST","FAYETTE","BROWNSVILLE","PA","15417-9998","Active","Owned","1356099","X17399","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","6,414","13,268"," 1/2"
"57","Philadelphia Metropolitan","410992-G01","410992","BRYN MAWR","MAIN OFFICE","16 N BRYN MAWR AVE","MONTGOMERY","BRYN MAWR","PA","19010-9998","Active","Owned","1356186","X17416","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","11,189","12,434"," 8/9"
"58","Western Pennsylvania","411040-G01","411040","BURGETTSTOWN","MAIN OFFICE","1602 MAIN ST","WASHINGTON","BURGETTSTOWN","PA","15021-9998","Active","Owned","1356356","X17446","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1941","5,990","10,500"," 4/7"
"59","Central Pennsylvania","411064-G01","411064","BUSHKILL","MAIN OFFICE","911 BUSHKILL FALLS RD","PIKE","BUSHKILL","PA","18324-9901","Active","Owned","1356461","X17454","Post Office","Main Post Office","Free Building","Free Land","Landlord","No","7/1/1961","1,138","3,562"," 1/3"
"60","Central Pennsylvania","411064-G04","411064","BUSHKILL","MAIN OFFICE","","PIKE","BUSHKILL","PA","18324-9998","Active","Owned","","","","","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","","5,117","147,999"," 0/1"
"61","Western Pennsylvania","411068-G01","411068","BUTLER","MAIN OFFICE","345 S MAIN ST","BUTLER","BUTLER","PA","16001-5900","Active","Owned","1356478","X17458","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1970","34,809","69,540"," 1/2"
"62","Western Pennsylvania","411076-G02","411076","BYRNEDALE","MAIN OFFICE","19884 BENNETTS VALLEY HWY","ELK","BYRNEDALE","PA","15827-9800","Active","Owned","1356534","X17463","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/1991","814","15,393"," 0/1"
"63","Western Pennsylvania","411096-G01","411096","CALIFORNIA","MAIN OFFICE","430 2ND ST","WASHINGTON","CALIFORNIA","PA","15419-9998","Active","Owned","1356638","X17474","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","11/1/1938","6,525","10,710"," 3/5"
"64","Western Pennsylvania","411112-G01","411112","CALVIN","MAIN OFFICE","16281 TROUGH CREEK VALLEY PIKE","HUNTINGDON","CALVIN","PA","16622-9998","Active","Owned","1356681","X17480","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1984","680","19,166"," 0/1"
"65","Western Pennsylvania","411120-G01","411120","CAMBRIDGE SPRINGS","MAIN OFFICE","332 VENANGO AVE","CRAWFORD","CAMBRIDGE SPRINGS","PA","16403-1100","Active","Owned","1356717","X17483","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","12/1/1957","2,445","8,931"," 2/7"
"66","Central Pennsylvania","411136-G01","411136","CAMP HILL","MAIN OFFICE","1675 CAMP HILL BYP","CUMBERLAND","CAMP HILL","PA","17011-9998","Active","Owned","1356774","X17487","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1988","19,778","146,899"," 1/7"
"67","Central Pennsylvania","411140-G02","411140","CAMPTOWN","MAIN OFFICE MODULAR","3986 ROUTE 409","BRADFORD","CAMPTOWN","PA","18815-9800","Active","Owned","1356815","X17491","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Free Land","USPS","No","","784","39,171"," 0/1"
"68","Central Pennsylvania","411144-G01","411144","CANADENSIS","MAIN OFFICE","0 ROUTES 447 AND 390","MONROE","CANADENSIS","PA","18325-9900","Active","Owned","1356829","X17492","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/1991","4,000","51,600"," 0/1"
"69","Western Pennsylvania","411152-G01","411152","CANONSBURG","MAIN OFFICE","120 W PIKE ST","WASHINGTON","CANONSBURG","PA","15317-1316","Active","Owned","1356882","X17495","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1937","8,350","9,000"," 8/9"
"70","Western Pennsylvania","411152-G04","411152","CANONSBURG MCMURRAY","CARRIER ANNEX","14 CURRY AVE","WASHINGTON","CANONSBURG","PA","15317-9998","Active","Owned","1441995","4421","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/2001","15,705","100,536"," 1/6"
"71","Central Pennsylvania","411160-G02","411160","CARBONDALE","MAIN OFFICE","50 DUNDAFF ST","LACKAWANNA","CARBONDALE","PA","18407-9998","Active","Owned","1356989","X17499","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1983","6,215","26,508"," 2/9"
"72","Western Pennsylvania","411164-G02","411164","CARDALE","MAIN OFFICE MODULAR","258 FILBERT ORIENT RD","FAYETTE","CARDALE","PA","15420-1001","Active","Owned","1356991","X17501","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","10/1/1999","1,040","0",""
"73","Central Pennsylvania","411212-G01","411212","CATASAUQUA","MAIN OFFICE","205 BRIDGE ST","LEHIGH","CATASAUQUA","PA","18032-9998","Active","Owned","1357281","X17535","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","5,800","11,000"," 1/2"
"74","Central Pennsylvania","411248-G01","411248","CENTER VALLEY","MAIN OFFICE","5800 ROUTE 378","LEHIGH","CENTER VALLEY","PA","18034-9801","Active","Owned","1357465","X17562","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/1992","3,490","81,848"," 0/1"
"75","Philadelphia Metropolitan","411272-G02","411272","CHALFONT","MAIN OFFICE","300 N MAIN ST","BUCKS","CHALFONT","PA","18914-9998","Active","Owned","1357583","X17584","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","","0","138,630",""
"76","Philadelphia Metropolitan","411308-G02","411308","CHELTENHAM","MAIN OFFICE","521 CENTRAL AVE","MONTGOMERY","CHELTENHAM","PA","19012-9998","Active","Owned","1357779","X17604","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","12/1/1966","2,416","10,766"," 2/9"
"77","Central Pennsylvania","411316-G01","411316","CHERRYVILLE","MAIN OFFICE","680 BLUE MOUNTAIN DR","NORTHAMPTON","CHERRYVILLE","PA","18035-9710","Active","Owned","1357825","X17611","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1992","1,304","44,000"," 0/1"
"78","Western Pennsylvania","411336-G02","411336","CHEST SPRINGS","  MAIN POST OFFICE","142 WASHINGTON ST","CAMBRIA","CHEST SPRINGS","PA","16624-9998","Active","Owned","1357836","X17615","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","3/1/1998","960","0",""
"79","Philadelphia Metropolitan","411320-G01","411320","CHESTER","MAIN OFFICE","400 EDGMONT AVE","DELAWARE","CHESTER","PA","19013-9998","Active","Owned","1357845","X17616","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1937","58,000","68,000"," 6/7"
"80","Western Pennsylvania","411348-G01","411348","CHICORA","MAIN OFFICE","132 W SLIPPERY ROCK ST","BUTLER","CHICORA","PA","16025-9800","Active","Owned","1357918","X17630","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1962","2,653","15,856"," 1/6"
"81","Western Pennsylvania","411376-G01","411376","CLAIRTON","MAIN OFFICE","445 SAINT CLAIR AVE","ALLEGHENY","CLAIRTON","PA","15025-9998","Active","Owned","1358121","X17645","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","5,800","16,000"," 3/8"
"82","Western Pennsylvania","411396-G01","411396","CLARION","MAIN OFFICE","626 MAIN ST","CLARION","CLARION","PA","16214-1100","Active","Owned","1358159","X17650","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","8/1/1936","7,605","8,750"," 7/8"
"83","Central Pennsylvania","411412-G01","411412","CLARKS SUMMIT","MAIN OFFICE","117 S STATE ST","LACKAWANNA","CLARKS SUMMIT","PA","18411-9998","Active","Owned","1358185","X17656","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1936","6,706","26,685"," 1/4"
"84","Western Pennsylvania","411432-G01","411432","CLEARFIELD","MAIN OFFICE","118 N 2ND ST","CLEARFIELD","CLEARFIELD","PA","16830-9998","Active","Owned","1358285","X17673","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1933","0","0",""
"85","Philadelphia Metropolitan","411456-G01","411456","CLIFTON HEIGHTS","MAIN OFFICE","135 S. SPRINGFIELD ROAD","CHESTER","CLIFTON HEIGHTS","PA","19018-9998","Active","Owned","1358365","X17682","Post Office","Main Post Office","USPS Building, Prev. Leased","Lease Purchase","USPS","No","","0","0",""
