"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"11","Bay Valley","AROMAS","MAIN OFFICE","50330001","368 BLOHM AVE","AROMAS","CA","95004-9998","Nov-64","Landlord","11/1/2013","10/31/2018","A","A","Reimbursable","","","","RCR PROPERTIES","4285 CANYON CREST ROAD WEST","","","SAN RAMON","CA","945834806","999","4,655","$25,248.00 ","$25.27 ","$0.00 ","$0.00 "
"12","Bay Valley","BEN LOMOND","MAIN OFFICE","50630001","250 MAIN ST","BEN LOMOND","CA","95005-9998","Jul-67","Shared","7/1/2012","6/30/2017","P","P","None Specified","","","","EDWIN A PETERSON & ELVY PETERSON","REVOCABLE TRUST DATED 7/12/82","12720 ROBINIA CIR SPC 45","","SONORA","CA","953705228","4,138","15,240","$53,800.00 ","$13.00 ","$0.00 ","$0.00 "
"13","Bay Valley","BERKELEY","ALBANY BRANCH","50642002","1191 SOLANO AVE","ALBANY","CA","94706-1682","Apr-58","Shared","11/1/2011","10/31/2016","P","P","Reimbursable","N","","","J ANTHONY KERSHAW ET AL","DBA SOLANO GROUP","PO BOX 9026","","BERKELEY","CA","947090026","3,454","3,669","$135,000.00 ","$39.09 ","$149,100.00 ","$43.17 "
"14","Bay Valley","BERKELEY","ELMWOOD STATION","50642003","2705 WEBSTER ST","BERKELEY","CA","94705-9991","Oct-58","Landlord","8/1/2007","7/31/2017","A","A","Reimbursable","","","","EARL J MARCH","1209 WILDER WY","","","GALT","CA","956328337","4,654","17,720","$177,348.00 ","$38.11 ","$0.00 ","$0.00 "
"15","Bay Valley","BERKELEY","LANDSCAPE STA","50642019","1831 SOLANO AVE","BERKELEY","CA","94707-2306","Oct-83","USPS (Not Roof)","10/1/2013","9/30/2018","P","P","Percentage","","","","HAYWARD Y WONG","JUDY L W WONG","H & J WONG 1990 FAMILY TRUST","111 TOPAZ WAY","SAN FRANCISCO","CA","941312535","2,833","2,833","$84,990.00 ","$30.00 ","$0.00 ","$0.00 "
"16","Bay Valley","BERKELEY","NORTH BERKELEY STA","50642006","1521 SHATTUCK AVE","BERKELEY","CA","94709-1516","Nov-65","Landlord","1/1/2016","12/31/2020","P","P","Percentage","","1","5","ROBERT Z AND EVELYN APTE","FAMILY PARTNERSHIP LP","906 INDIAN ROCK AVE","","BERKELEY","CA","947072010","2,000","2,200","$89,487.00 ","$44.74 ","$96,645.00 ","$48.32 "
"17","Bay Valley","BERKELEY","NPU","50642020","2070 ALLSTON WAY","BERKELEY","CA","94704-1430","Sep-88","Landlord","9/1/2013","8/31/2016","P","P","Percentage","","1","","HSR BERKELEY INVESTMENTS LLC","11100 SANTA MONICA BLVD # 880","","","LOS ANGELES","CA","900252399","3,644","48,000","$113,692.80 ","$31.20 ","$0.00 ","$0.00 "
"18","Bay Valley","BERKELEY","SATHER GATE STATION","50642009","2515 1/2 DURANT AVE","BERKELEY","CA","94704-1714","Sep-69","USPS","10/1/2014","9/30/2019","B","B","None Specified","","","","NEIL B GOODHUE","DIANE C GOODHUE","300 HILLSIDE AVE","","PIEDMONT","CA","946114014","3,298","4,098","$108,550.00 ","$32.91 ","$0.00 ","$0.00 "
"19","Bay Valley","BERKELEY","SOUTH BERKELEY STATIO","50642011","3175 ADELINE ST","BERKELEY","CA","94703-2401","Nov-82","USPS (Not Roof)","11/1/2012","10/31/2017","B","B","Reimbursable","N","","","KAM MAH LEE, TTEE","LEE BYPASS TRUST & LEE SURVIVORS TR","","781 GREEN STREET","SAN FRANCISCO","CA","941333705","2,000","13,500","$56,000.00 ","$28.00 ","$0.00 ","$0.00 "
"20","Bay Valley","BERKELEY","STATION A","50642001","2111 SAN PABLO AVE","BERKELEY","CA","94702-1827","Nov-70","USPS","12/1/2015","11/30/2020","B","B","Reimbursable","","1","5","BERKELEY POSTAL LLC","MAUREEN E GOLDSMITH, TTEE","33815 CABRILLO ISLE","","DANA POINT","CA","926294216","6,128","18,288","$127,400.00 ","$20.79 ","$0.00 ","$0.00 "
"21","Bay Valley","BROOKDALE","MAIN OFFICE","50978001","105 PACIFIC AVE","BROOKDALE","CA","95007-9800","Mar-55","Landlord","4/1/2016","3/31/2021","P","P","None Specified","","","","MARK T LEVELL","24760 HUTCHINSON ROAD","","","LOS GATOS","CA","950338546","970","3,970","$25,220.00 ","$26.00 ","$0.00 ","$0.00 "
"22","Bay Valley","CALISTOGA","MAIN OFFICE","51134002","1013 WASHINGTON ST","CALISTOGA","CA","94515-9998","Jun-67","USPS (Not Roof)","6/1/2012","5/31/2017","B","B","Reimbursable","","","","ATTILIO PROPERTIES","1007 WASHINGTON STREET #1","","","CALISTOGA","CA","945151464","4,200","13,220","$61,175.00 ","$14.57 ","$66,192.00 ","$15.76 "
"23","Bay Valley","CAMPBELL","HERITAGE VILLAGE ","51182002","51 E CAMPBELL AVE","CAMPBELL","CA","95008-2047","May-86","Landlord","5/1/2012","4/30/2017","P","P","Percentage","","","","MAR LIVING TRUST DTD 031574","HERITAGE VILLAGE OFFICE","51 E CAMPBELL AVE #200","","CAMPBELL","CA","950082047","2,302","6,802","$75,475.00 ","$32.79 ","$0.00 ","$0.00 "
"24","Bay Valley","CANYON","MAIN OFFICE","51260001","99 PINEHURST RD","CANYON","CA","94516-9800","Nov-84","USPS","11/1/2014","10/31/2019","B","B","Reimbursable","","","","THE CANYON STORE TRUST","PO BOX 1","","","CANYON","CA","945160001","1,440","9,200","$29,822.00 ","$20.71 ","$0.00 ","$0.00 "
"25","Bay Valley","CARMEL","CARMEL-BY-THE-SEA","51314001","56B 5TH ST LOT 1","CARMEL BY THE SEA","CA","93921-9997","Jul-60","USPS (Not Roof)","1/9/2007","1/8/2017","P","P","","N","","","GEORGE GANDZJUK &","KALERIA GANDZJUK","PO BOX 3954","","CARMEL","CA","939213954","10,685","15,099","$439,064.00 ","$41.09 ","$0.00 ","$0.00 "
"26","Bay Valley","CARMEL VALLEY","MAIN OFFICE","51318002","11 VIA CONTENTA","CARMEL VALLEY","CA","93924-9998","Aug-74","Landlord","9/1/2014","8/31/2019","P","P","Reimbursable","","","","GALVESTON DRIFTWOOD I, LTD","A TEXAS LIMITED PARTNERSHIP","P O BOX 648","","ORINDA","CA","945630583","4,440","44,600","$92,796.00 ","$20.90 ","$0.00 ","$0.00 "
"27","Bay Valley","CASTROVILLE","MAIN OFFICE","51380001","10799 MERRITT ST","CASTROVILLE","CA","95012-9998","Jul-62","Landlord","7/13/2012","7/12/2017","P","P","Reimbursable","","1","5","ANTHEM DEVELOPERS LLC","67 GINGER WOODS RD","","","VALLEY","NE","680649404","3,060","13,500","$40,392.00 ","$13.20 ","$44,431.00 ","$14.52 "
"28","Bay Valley","CHUALAR","MAIN OFFICE","51548001","25561 JACKSON ST","CHUALAR","CA","93925-9998","May-79","Landlord","5/6/2012","5/5/2017","P","P","None Specified","","","","HUI MOON KIM & KYUNG SOON KIM","P O BOX 256","","","CHUALAR","CA","939250256","849","3,299","$10,927.00 ","$12.87 ","$10,815.00 ","$12.74 "
"29","Bay Valley","CLAYTON","MAIN OFFICE","51596002","6150 CENTER ST","CLAYTON","CA","94517-9998","1-May","Shared","5/15/2001","5/14/2021","P","P","Reimbursable","Y","4","20","OCEAN WEST NEVADA CORP","5900 N GRANITE REEF RD STE 100","","","SCOTTSDALE","AZ","852506280","6,500","47,152","$212,160.00 ","$32.64 ","$0.00 ","$0.00 "
"30","Bay Valley","CONCORD","CASA CORREO STATION","51752004","4494 TREAT BLVD","CONCORD","CA","94521-9991","Jul-64","USPS (Not Roof)","4/1/2014","3/31/2019","A","A","Percentage","","","","BEL AIR DEVELOPMENT CO","C/O MYRON ZIMMERMAN","INVESTMENTS","1330 BROADWAY # 1050","OAKLAND","CA","946122575","1,662","12,000","$44,082.00 ","$26.52 ","$0.00 ","$0.00 "
"31","Bay Valley","CONCORD","PLEASANT HILL BRANCH","51752002","1945 CONTRA COSTA BLVD","PLEASANT HILL","CA","94523-9991","Jan-67","USPS (Not Roof)","3/1/2012","12/31/2016","P","P","Reimbursable","","","","THE LILLIAN M KULTTI TRUST","CARL F KULTTI, TTEE","2988 WILLOW PASS RD","","CONCORD","CA","945192550","3,093","28,018","$69,071.94 ","$22.33 ","$83,498.00 ","$27.00 "
"32","Bay Valley","CONCORD","TODOS SANTOS STATION","51752009","2043 EAST ST","CONCORD","CA","94520-2126","Apr-73","Landlord","4/1/2013","3/31/2018","A","A","None Specified","","1","5","FARAMARZ PAKZAD TR","THE FARAMARZ PAKZAD & JALEH P PAKZA","JALEH PIRNAZAR PAKZAD CO-TR","6111 ACACIA AVE.","OAKLAND","CA","946181818","2,078","6,000","$43,638.00 ","$21.00 ","$48,001.80 ","$23.10 "
"33","Bay Valley","DANVILLE","RETAIL STORE","55508008","23 RAILROAD AVE","DANVILLE","CA","94526-3881","7-Feb","USPS (Not Roof)","2/15/2007","12/31/2016","A","A","","","1","5","J K D S Q LLC","ATTN: JOHN M LOTZ, ESQ","PO BOX 66","","RODEO","CA","945720066","3,547","3,547","$188,452.11 ","$53.13 ","$184,444.00 ","$52.00 "
"34","Bay Valley","DAVENPORT","MAIN OFFICE","52022001","500 HIGHWAY 1","DAVENPORT","CA","95017-9998","Feb-55","Landlord","1/1/2015","12/31/2019","P","P","None Specified","","","","HASSAN AYYAD","HANAN AYYAD","P O BOX 22","","DAVENPORT","CA","950170022","465","1,068","$18,135.00 ","$39.00 ","$0.00 ","$0.00 "
"35","Bay Valley","DIABLO","MAIN OFFICE","52172002","1701 EL NIDO","DIABLO","CA","94528-9800","Aug-74","Landlord","8/19/2014","8/18/2019","A","A","None Specified","","1","5","DIABLO COUNTRY CLUB","PO BOX 777","","","DIABLO","CA","945280777","1,376","13,004","$15,820.00 ","$11.50 ","$15,989.00 ","$11.62 "
"36","Bay Valley","EL CERRITO","CARRIER ANNEX","52390003","11245 SAN PABLO AVE","EL CERRITO","CA","94530-9992","May-68","Landlord","5/1/2016","4/30/2021","A","A","Reimbursable","","2","10","DMT ENTERPRISES LLC","5846 PONTIAC DR","","","SAN JOSE","CA","951233257","4,652","15,000","$133,745.00 ","$28.75 ","$0.00 ","$0.00 "
"37","Bay Valley","EL CERRITO","FAIRMOUNT STATION","52390002","6324 FAIRMOUNT AVE","EL CERRITO","CA","94530-3651","Jun-56","USPS","4/1/2015","3/31/2020","P","P","Reimbursable","","","","MARK SILVERT","CHARLOTTE SILVERT TTEES","MARK A & CHARLOTTE C SILVERT LVNG T","1429 SANDPIPER SPIT","RICHMOND","CA","948014100","2,871","7,841","$68,904.00 ","$24.00 ","$0.00 ","$0.00 "
"38","Bay Valley","EL CERRITO","MAIN OFFICE","52390001","11135 SAN PABLO AVE","EL CERRITO","CA","94530-9998","Sep-58","USPS (Not Roof)","9/1/2014","8/31/2019","A","A","Reimbursable","","","","WEN KOANG LIN","YUE-PAO HSIEH LIN","C/O JOHNNY LIN","3533 MILLER CT","UNION CITY","CA","945871629","5,002","13,650","$143,808.00 ","$28.75 ","$0.00 ","$0.00 "
"39","Bay Valley","FAIRFIELD","MAIN OFFICE","52580003","600 KENTUCKY ST","FAIRFIELD","CA","94533-9998","Apr-81","Landlord","4/1/2016","3/31/2021","A","A","","","","","COUNTY OF SOLANO","675 TEXAS ST #2500","","","FAIRFIELD","CA","945336338","14,520","95,100","$253,953.00 ","$17.49 ","$0.00 ","$0.00 "
"40","Bay Valley","FELTON","MAIN OFFICE","52652001","6101 GUSHEE ST","FELTON","CA","95018-9998","Jan-62","Landlord","1/1/2012","12/31/2016","A","A","Reimbursable","","","","DIANA WATT IRREVOCABLE TRUST","9525 SAN MARCOS RD","","","ATASCADERO","CA","934223834","3,048","11,940","$46,268.64 ","$15.18 ","$50,880.00 ","$16.69 "
"41","Bay Valley","FREEDOM","MAIN OFFICE","52856002","2004 FREEDOM BLVD","FREEDOM","CA","95019-9998","Jun-75","USPS","6/1/2014","5/31/2019","A","A","None Specified","","","","WRI FREEDOM CENTRE LP","P O BOX 924133","","","HOUSTON","TX","772924133","3,840","0","$73,590.00 ","$19.16 ","$0.00 ","$0.00 "
"42","Bay Valley","FREMONT","MISSION SAN JOSE STA","52864003","43456 ELLSWORTH ST","FREMONT","CA","94539-5856","Jun-60","Landlord","7/1/2013","6/30/2018","A","A","None Specified","","","","RAYMOND E LINCOLN, TTEE","RAYMOND LINCOLN TRUST","1217 CREEK TRAIL DR","","PLEASANTON","CA","945665401","1,350","1,500","$35,762.00 ","$26.49 ","$0.00 ","$0.00 "
"43","Bay Valley","FREMONT","NILES STATION","52864004","160 J ST","FREMONT","CA","94536-2913","Dec-51","Landlord","4/1/2012","3/31/2017","A","A","Percentage","","1","5","TERRY E GRIMMER","2209 KILKARE RD","","","SUNOL","CA","945869418","2,380","2,600","$27,560.00 ","$11.58 ","$30,168.00 ","$12.68 "
"44","Bay Valley","FREMONT","WARM SPRINGS STATION","52864015","240 FRANCISCO LN","FREMONT","CA","94539-7970","Mar-86","USPS","3/1/2016","2/28/2021","A","A","Percentage","","","","PATTERSON RANCH INC","321 HARTZ AVE STE 200","","","DANVILLE","CA","945263336","3,067","15,025","$73,608.00 ","$24.00 ","$0.00 ","$0.00 "
"45","Bay Valley","GONZALES","MAIN OFFICE","53072001","346 BELDEN ST","GONZALES","CA","93926-9998","Jun-72","Landlord","6/1/2012","5/31/2017","A","A","Reimbursable","","1","5","ANTHEM DEVELOPERS LLC","67 GINGER WOODS RD","","","VALLEY","NE","680649404","2,880","12,148","$28,512.00 ","$9.90 ","$31,363.00 ","$10.89 "
"46","Bay Valley","GREENFIELD","MAIN OFFICE","53132001","846 OAK AVE","GREENFIELD","CA","93927-9998","Mar-55","USPS (Not Roof)","7/1/2013","6/30/2018","A","A","Reimbursable","","","","OSCAR F AND RUBY GARDEA TRUSTEES","GARDEA FAMILY TRUST DTD 12/15/93","19 PENWICK CIRCLE","","SALINAS","CA","939065007","3,949","8,400","$41,500.00 ","$10.51 ","$0.00 ","$0.00 "
"47","Bay Valley","HAYWARD","CASTRO VALLEY BRANCH","53336001","20283 SANTA MARIA AVE","CASTRO VALLEY","CA","94546-4225","Sep-65","Landlord","9/1/2015","8/31/2020","A","A","None Specified","","2","10","GOGNA PROPERTIES","JOSEPH & LORRAINE GOGNA TRST","838 SANSOME ST","","SAN FRANCISCO","CA","941111508","8,318","40,248","$128,793.00 ","$15.48 ","$135,233.00 ","$16.26 "
"48","Bay Valley","HAYWARD","MOUNT EDEN STATION","53336007","2163 ALDENGATE WAY","HAYWARD","CA","94545-3527","Nov-66","USPS (Not Roof)","11/21/2011","11/20/2016","A","A","Percentage","","1","5","HWAPAK CORP","74 SHERIDAN ROAD","","","OAKLAND","CA","946182529","1,500","5,160","$51,000.00 ","$34.00 ","$0.00 ","$0.00 "
"49","Bay Valley","KING CITY","MAIN OFFICE","53942001","123 S 3RD ST","KING CITY","CA","93930-9998","Jan-49","USPS (Not Roof)","10/1/2007","9/30/2017","A","A","Reimbursable","","","","ARBOLEDA CORPORATION","20878 SO MOUNTAIN RD","","","SANTA PAULA","CA","930609500","4,770","15,000","$65,000.00 ","$13.63 ","$0.00 ","$0.00 "
"50","Bay Valley","KNIGHTSEN","MAIN OFFICE","53990002","3019 KNIGHTSEN AVE","KNIGHTSEN","CA","94548-9800","Dec-76","Landlord","12/1/2014","11/30/2019","A","A","None Specified","","1","5","PATRICK G JARNAGIN TTEE OF","THE JARNAGIN TRUST AGMT DTD 4/7/99","447 ADAMS WAY","","PLEASANTON","CA","945667131","1,152","6,900","$14,826.00 ","$12.87 ","$16,309.00 ","$14.16 "
"51","Bay Valley","LOCKWOOD","MAIN OFFICE SITE","54410002","JOLON RD & GILLETT","LOCKWOOD","CA","93932-9998","","USPS","1/6/2009","1/5/2019","Q","Z","Percentage","","","","T R MARTINUS, J MARTINUS AND","E T MARTINUS","P O BOX 330","","LOCKWOOD","CA","939320330","0","217,800","$2,100.00 ","$0.01 ","$0.00 ","$0.00 "
"52","Bay Valley","LOS GATOS","M.O. EMPLOYEE PARKING","54542002","15 MONTEBELLO WAY","LOS GATOS","CA","95030-9998","","Landlord","5/1/2004","4/30/2019","Q","Z","None Specified","N","","","TOWN OF LOS GATOS","FINANCE DEPARTMENT","P O BOX 697","","LOS GATOS","CA","950310697","0","10,800","$28,566.00 ","$2.65 ","$0.00 ","$0.00 "
"53","Bay Valley","LOS GATOS","MAIN OFFICE","54542001","101 S SANTA CRUZ AVE","LOS GATOS","CA","95030-9998","Jul-66","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N","","","CSM INVESTMENTS, LLC","873 BLOSSOM HILL ROAD","","","SAN JOSE","CA","951232705","12,070","37,070","$14,946.00 ","$1.24 ","$477,972.00 ","$39.60 "
"54","Bay Valley","MARTINEZ","MAIN OFFICE","54782002","4100 ALHAMBRA AVE","MARTINEZ","CA","94553-9998","Dec-70","USPS (Not Roof)","12/1/2015","11/30/2020","A","A","","Y","","","MATTHEW MEISELS","DALYA MEISELS","5534 BLUEBELL AVE","","VALLEY VILLAGE","CA","916072094","21,995","92,600","$58,799.00 ","$2.67 ","$0.00 ","$0.00 "
"55","Bay Valley","MARTINEZ","PACHECO BRANCH","54782001","4980 PACHECO BLVD","MARTINEZ","CA","94553-9992","Jan-71","USPS (Not Roof)","2/1/2013","1/31/2018","A","A","None Specified","","","","DENNIS S NEGHERBON","SUZANNE M NEGHERBON","312 BRYAN DR","","ALAMO","CA","945072858","868","868","$18,000.00 ","$20.74 ","$0.00 ","$0.00 "
"56","Bay Valley","MORAGA","MAIN OFFICE","55148004","460 CENTER ST","MORAGA","CA","94556-9998","May-86","USPS (Not Roof)","5/1/2016","4/30/2021","A","A","Percentage","N","2","10","PWRP- MORAGA LP","5743 CORSA AVE, STE 200","","","WESTLAKE VILLAGE","CA","913627312","13,845","32,110","$270,410.00 ","$19.53 ","$298,451.00 ","$21.56 "
"57","Bay Valley","MOSS LANDING","MAIN OFFICE","55184002","8042 MOSS LANDING RD","MOSS LANDING","CA","95039-9998","Aug-84","USPS","8/1/2014","7/31/2019","A","A","Reimbursable","","","","MICHAEL F DUSEK LIVING TRUST","MICHAEL F DUSEK, TRUSTEE","1058 LUPIN DR. #5","","SALINAS","CA","939063817","2,112","12,240","$38,577.00 ","$18.27 ","$0.00 ","$0.00 "
"58","Bay Valley","MOUNT HERMON","MAIN OFFICE","55238001","41 CONFERENCE DR","MOUNT HERMON","CA","95041-9800","Aug-60","Landlord","6/21/2014","6/20/2019","A","A","None Specified","","","","MOUNT HERMON ASSN INC","PO BOX 413","","","MOUNT HERMON","CA","950410413","849","2,047","$14,950.00 ","$17.61 ","$0.00 ","$0.00 "
"59","Bay Valley","NAPA","NPU - WINE VALLEY DPOBU","55286005","820 RANDOLPH ST","NAPA","CA","94559-9894","Dec-83","USPS","12/1/2015","11/30/2020","A","A","None Specified","","","","YOUNG BUILDING LLC","1775 LINCOLN AVE","","","NAPA","CA","945584706","2,419","2,419","$78,376.00 ","$32.40 ","$0.00 ","$0.00 "
"60","Bay Valley","NAPA","PARKING #1","55286003","TRANCAS ST","NAPA","CA","94558-9998","","Landlord","11/8/2015","11/7/2020","Q","A","None Specified","","","","KAISER FOUNDATION HEALTH PLAN INC","A CALIFORNIA NONPROFIT PUBLIC BENEF","3732 MT DIABLO BLVD #160","","LAFAYETTE","CA","945493634","0","22,759","$11,930.00 ","$0.52 ","$0.00 ","$0.00 "
"61","Bay Valley","NAPA","TEMP EAQ FRANKLIN STATION","55286900","1436 SECOND STREET","NAPA","CA","94559-9991","","USPS","7/1/2015","6/30/2018","D","D","None Specified","","","","WEST PUEBLO PARTNERS LLC","JHL COMMERCIAL PROPERTIES","194 CAMINO ORUGA UNIT 1","","NAPA","CA","945586285","2,600","5,610","$137,280.00 ","$52.80 ","$0.00 ","$0.00 "
"62","Bay Valley","NEW ALMADEN","MAIN OFFICE","55338003","21300 ALMADEN RD","SAN JOSE","CA","95120-4306","Jul-76","Landlord","7/1/2011","6/30/2016","A","A","Reimbursable","","1","5","BELLWOOD LTD PARTNERSHIP","1312 ELMHURST LANE","","","FLOWER MOUND","TX","750283847","1,056","36,500","$21,308.00 ","$20.18 ","$0.00 ","$0.00 "
"63","Bay Valley","OAKLAND","CIVIC CTR ADDL PARKING","55508082","180 13TH ST","OAKLAND","CA","94615-9998","Sep-96","Landlord","9/1/2012","8/31/2017","Q","Z","None Specified","","","","CENTRAL PARKING SYSTEM","PO BOX 790402","","","SAINT LOUIS","MO","631790402","0","60,113","$127,521.00 ","$2.12 ","$0.00 ","$0.00 "
"64","Bay Valley","OAKLAND","CRESTMONT STATION","55508066","4192 PIEDMONT AVE","OAKLAND","CA","94611-5133","Nov-81","USPS (Not Roof)","11/15/2015","11/14/2020","A","A","Percentage","","1","5","4186 PIEDMONT LLC","480 3RD STREET","","","OAKLAND","CA","946073834","1,022","1,022","$39,858.00 ","$39.00 ","$42,924.00 ","$42.00 "
"65","Bay Valley","OAKLAND","DIMOND STATION","55508059","2226 MACARTHUR BLVD","OAKLAND","CA","94602-2331","Mar-77","Landlord","3/1/2016","2/28/2021","A","A","None Specified","","","","VINCENT Y AND GRACE L CHIN TTEES","NRS REVOCABLE TRUST DTD 8/19/98","1900 POINT WEST WAY STE 273","","SACRAMENTO","CA","958154700","1,690","11,690","$36,000.00 ","$21.30 ","$0.00 ","$0.00 "
"66","Bay Valley","OAKLAND","EASTMONT STATION","55508007","8033 MACARTHUR BLVD","OAKLAND","CA","94605-9991","Jan-71","USPS (Not Roof)","1/1/2012","12/31/2016","A","A","None Specified","N","1","5","JOHN A BOHN","2190 WASHINGTON ST  APT 1005","","","SAN FRANCISCO","CA","941092814","8,753","51,464","$39,053.00 ","$4.46 ","$39,053.00 ","$4.46 "
"67","Bay Valley","OAKLAND","FRUITVALE STATION","55508010","1445 34TH AVE","OAKLAND","CA","94601-3023","Sep-55","Landlord","9/1/2014","8/31/2019","A","A","None Specified","","","","SHUCHEN CHANG","5559 ORA ST.","","","SAN JOSE","CA","951293152","4,413","5,670","$48,500.00 ","$10.99 ","$0.00 ","$0.00 "
"68","Bay Valley","OAKLAND","GRAND LAKE STATION","55508013","490 LAKE PARK AVE","OAKLAND","CA","94610-2730","Aug-57","USPS (Not Roof)","2/1/2015","1/31/2020","A","A","Percentage","","","","RICHARD D ODENHEIMER","MARY I   JOHN F  AND EDITH ODENHEIM","6001 SHELLMOUND ST STE 825","","EMERYVILLE","CA","946081924","2,469","2,469","$86,240.00 ","$34.93 ","$0.00 ","$0.00 "
"69","Bay Valley","OAKLAND","NORTH OAKLAND STN SITE","55508084","5100 Telegraph Avenue","Oakland","CA","94609-9998","Jul-00","USPS","7/24/2000","7/23/2020","Q","Z","Reimbursable","N","4","20","TEMESCAL PLAZA LLC","C/O ZAPOLSKI/RUDD LLC","68 COOMBS ST STE C-1","","NAPA","CA","945593962","0","36,542","$181,400.00 ","$4.96 ","$0.00 ","$0.00 "
"70","Bay Valley","OAKLAND","PIEDMONT STATION","55508015","195 41ST ST","OAKLAND","CA","94611-9991","Aug-63","Landlord","8/19/2013","8/18/2018","A","A","Reimbursable","","","","AFONSO & LYDIA CHAN LLC","7 SERRAMAR DR","","","OAKLAND","CA","946118889","9,400","31,600","$155,149.50 ","$16.51 ","$0.00 ","$0.00 "
"71","Bay Valley","OAKLAND","STATION E","55508027","1954 MOUNTAIN BLVD","OAKLAND","CA","94611-2813","Aug-68","Landlord","8/1/2011","7/31/2016","A","A","None Specified","N","","","JULIE DOERNER","C/O WELLINGTON PROPERTY CO","PO BOX 13068","","OAKLAND","CA","946610068","1,345","6,500","$43,484.00 ","$32.33 ","$45,224.00 ","$33.62 "
"72","Bay Valley","OAKLAND","W GRAND CAR ANX PK #1","55508056","585 22ND ST","OAKLAND","CA","94612-9998","","Shared","1/1/2016","12/31/2020","Q","A","Reimbursable","","","","585 22ND STREET, LLC","2030 MANZANITA DRIVE","","","OAKLAND","CA","946111139","0","16,000","$120,000.00 ","$7.50 ","$0.00 ","$0.00 "
