"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Western New York","350070-G01","350070","ALBION","MAIN OFFICE","8 S MAIN ST","ORLEANS","ALBION","NY","14411-9998","Active","Owned","1352606","V11847","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","6,902","20,495"," 1/3"
"14","Westchester","350175-G01","350175","AMAWALK","MPO","3 MAHOPAC AVE","WESTCHESTER","AMAWALK","NY","10501-9998","Active","Owned","1352920","V11886","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/2000","1,728","13,737"," 1/8"
"15","Albany","350195-G01","350195","AMSTERDAM","MAIN OFFICE","10 CHURCH ST","MONTGOMERY","AMSTERDAM","NY","12010-9998","Active","Owned","1353005","V11906","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1936","21,002","42,000"," 1/2"
"16","Western New York","350225-G01","350225","ANGOLA","MAIN OFFICE","80 N MAIN ST","ERIE","ANGOLA","NY","14006-9998","Active","Owned","1353088","V11913","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1939","6,300","17,175"," 3/8"
"17","Albany","350240-G01","350240","APALACHIN","MAIN OFFICE","6100 STATE ROUTE 434","TIOGA","APALACHIN","NY","13732-9998","Active","Owned","1353179","V11925","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","10/1/1986","2,716","53,335"," 0/1"
"18","Western New York","350250-G01","350250","APPLETON","MAIN OFFICE","1924 HESS RD","NIAGARA","APPLETON","NY","14008-9998","Active","Owned","1353202","V11927","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","11/1/1985","1,200","17,424"," 0/1"
"19","Albany","350255-G01","350255","APULIA STATION","MAIN OFFICE","979 APULIA RD","ONONDAGA","APULIA STATION","NY","13020-9998","Active","Owned","1353212","V11929","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","12/1/1987","888","9,852"," 0/1"
"20","Albany","350300-G01","350300","ARGYLE","MAIN OFFICE","38 MAIN ST","WASHINGTON","ARGYLE","NY","12809-9998","Active","Owned","1353306","V11942","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","4/1/1981","1,485","20,000"," 0/1"
"21","Western New York","350360-G01","350360","ATTICA","MAIN OFFICE","76 MAIN ST","WYOMING","ATTICA","NY","14011-9998","Active","Owned","1353626","V11979","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1937","6,844","17,184"," 2/5"
"22","Albany","350370-G02","350370","AUBURN","MAIN OFFICE","1 JAMES ST","CAYUGA","AUBURN","NY","13021-9998","Active","Owned","1353660","V11986","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1984","16,852","74,204"," 2/9"
"23","Albany","350400-G01","350400","AVA","MAIN OFFICE","11510 STATE ROUTE 26","ONEIDA","AVA","NY","13303-9998","Active","Owned","1353742","V11997","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1988","638","31,000"," 0/1"
"24","Long Island","350420-G03","350420","BABYLON","MAIN OFFICE","110 COOPER ST","SUFFOLK","BABYLON","NY","11702-2320","Active","Owned","1353837","V12006","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1960","11,609","49,443"," 2/9"
"25","Long Island","350420-G04","350420","BABYLON","WEST BABYLON BRANCH","385 ROUTE 109","SUFFOLK","WEST BABYLON","NY","11704-9712","Active","Owned","1433271","2716","Post Office","Branch","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1998","51,300","125,000"," 2/5"
"26","Long Island","350436-G01","350436","BALDWIN","NO BALDWIN STA (PEB)","1620 GRAND AVE","NASSAU","NORTH BALDWIN","NY","11510-1807","Active","Owned","1375244","V15030","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","4/1/1999","5,173","48,202"," 1/9"
"27","Albany","350445-G02","350445","BALDWINSVILLE","MAIN OFFICE","26 E GENESEE ST","ONONDAGA","BALDWINSVILLE","NY","13027-9998","Active","Owned","1353932","V12020","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1982","9,540","47,479"," 1/5"
"28","Albany","350455-G01","350455","BALLSTON SPA","MAIN OFFICE","1 FRONT ST","SARATOGA","BALLSTON SPA","NY","12020-9998","Active","Owned","1353951","V12026","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","8/1/1935","6,000","14,295"," 3/7"
"29","Albany","350495-G03","350495","BARNEVELD","MAIN OFFICE","117 REMSEN ROAD","ONEIDA","BARNEVELD","NY","13304-9998","Active","Owned","1354069","V12052","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","5/1/1995","2,015","62,648"," 0/1"
"30","Western New York","350520-G01","350520","BATAVIA","MAIN OFFICE","2 W MAIN ST","GENESEE","BATAVIA","NY","14020-9998","Active","Owned","1354172","V12060","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1910","11,760","25,200"," 4/9"
"31","Western New York","350525-G01","350525","BATH","MAIN OFFICE","101 LIBERTY ST","STEUBEN","BATH","NY","14810-9998","Active","Owned","1354185","V12063","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1916","10,815","18,200"," 3/5"
"32","Long Island","350535-G02","350535","BAY SHORE","MAIN OFFICE","1314 5TH AVE","SUFFOLK","BAY SHORE","NY","11706-4101","Active","Owned","1354245","V12078","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","11/1/1965","19,323","78,503"," 1/4"
"33","Long Island","350536-G01","350536","BAY SHORE","PENATAQUIT STA","10 BAY SHORE AVE","SUFFOLK","BAY SHORE","NY","11706-7917","Active","Owned","1377127","V15351","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1935","9,918","31,590"," 1/3"
"34","Westchester","350545-G01","350545","BEACON","MAIN OFFICE","369 MAIN ST","DUTCHESS","BEACON","NY","12508-9998","Active","Owned","1354301","V12095","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1937","11,378","23,625"," 1/2"
"35","Long Island","350610-G01","350610","BELLMORE","MAIN POST OFFICE","2611 MERRICK RD","NASSAU","BELLMORE","NY","11710-5714","Active","Owned","1354551","V12131","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","","16,740","36,680"," 4/9"
"36","Long Island","350610-G02","350610","BELLMORE","N. BELLMORE FIN. BR.","2465 JERUSALEM AVE","NASSAU","NORTH BELLMORE","NY","11710-9991","Active","Owned","1433824","V15035","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","Landlord","No","6/1/1962","2,702","9,900"," 2/7"
"37","Western New York","350630-G01","350630","BELMONT","MAIN OFFICE","3 SCHUYLER ST","ALLEGANY","BELMONT","NY","14813-9998","Active","Owned","1354570","V12136","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1988","1,662","13,276"," 1/8"
"38","Albany","350655-G01","350655","BERNE","MAIN OFFICE","1654 HELDERBERG TRL","ALBANY","BERNE","NY","12023-9998","Active","Owned","1354760","V12147","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1988","1,131","16,650"," 0/1"
"39","Albany","350660-G01","350660","BERNHARDS BAY","MAIN OFFICE","694 STATE ROUTE 49","OSWEGO","BERNHARDS BAY","NY","13028-9998","Active","Owned","1354761","V12148","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1988","1,131","111,000"," 0/1"
"40","Long Island","350670-G01","350670","BETHPAGE","MAIN OFFICE","339 HICKSVILLE RD","NASSAU","BETHPAGE","NY","11714-3401","Active","Owned","1354842","V12155","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1999","14,020","63,836"," 2/9"
"41","Albany","350715-G02","350715","BINGHAMTON","MAIN OFFICE/P&DF ","115 HENRY ST","BROOME","BINGHAMTON","NY","13902-9991","Active","Owned","1433712","V12170","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1968","102,149","239,580"," 3/7"
"42","Albany","350715-G02","350715","BINGHAMTON","MAIN OFFICE/P&DF ","115 HENRY ST","BROOME","BINGHAMTON","NY","13902-9991","Active","Owned","1441027","V12169","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1968","102,149","239,580"," 3/7"
"43","Albany","350715-G02","350715","BINGHAMTON","MAIN OFFICE/P&DF ","115 HENRY ST","BROOME","BINGHAMTON","NY","13902-9991","Active","Owned","1473337","17513","Post Office","Service Hub Facility (SHF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1968","102,149","239,580"," 3/7"
"44","Albany","350705-G04","350705","BINGHAMTON","STAMP DISTRIBUTION CENTER","120 CHENANGO ST","BROOME","BINGHAMTON","NY","13902-9192","Active","Owned","","","","","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1995","40,883","120,000"," 1/3"
"45","Albany","350715-G03","350715","BINGHAMTON","VMF","115 HENRY ST","BROOME","BINGHAMTON","NY","13902-9331","Active","Owned","1444422","8821","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","Unknown","No","","19,845","43,560"," 4/9"
"46","Western New York","350735-G01","350735","BLISS","MAIN OFFICE","6664 ROUTE 362","WYOMING","BLISS","NY","14024-9998","Active","Owned","1355154","V12179","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/1986","1,200","21,900"," 0/1"
"47","Long Island","350795-G01","350795","BOHEMIA","MAIN OFFICE","200 ORVILLE DR","SUFFOLK","BOHEMIA","NY","11716-2531","Active","Owned","1355337","V12203","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1977","7,899","44,850"," 1/6"
"48","Albany","350820-G01","350820","BOMBAY","MAIN OFFICE","1794 STATE ROUTE 95","FRANKLIN","BOMBAY","NY","12914-2423","Active","Owned","1355375","V12210","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/1988","1,020","26,600"," 0/1"
"49","Albany","350825-G01","350825","BOONVILLE","MAIN OFFICE","100 MAIN ST","ONEIDA","BOONVILLE","NY","13309-9998","Active","Owned","1355439","V12212","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1937","5,739","31,000"," 1/5"
"50","Long Island","350915-G01","350915","BRENTWOOD","MAIN OFFICE","25 2ND AVE","SUFFOLK","BRENTWOOD","NY","11717-4627","Active","Owned","1355763","V12261","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1978","13,835","77,121"," 1/6"
"51","Westchester","350925-G01","350925","BREWSTER","MAIN OFFICE","3 MOUNT EBO RD N","PUTNAM","BREWSTER","NY","10509-9998","Active","Owned","1355781","V12265","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1992","16,750","158,000"," 1/9"
"52","Westchester","350930-G01","350930","BRIARCLIFF MANOR","MAIN OFFICE","1077 PLEASANTVILLE RD","WESTCHESTER","BRIARCLIFF MANOR","NY","10510-9998","Active","Owned","1355788","V12271","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","11/1/1978","5,235","44,000"," 1/8"
"53","Albany","350940-G01","350940","BRIDGEPORT","MAIN OFFICE","7901 BRIDGEPORT MINOA RD","MADISON","BRIDGEPORT","NY","13030-9998","Active","Owned","1355810","V12277","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","5/1/1988","2,355","23,407"," 1/9"
"54","Long Island","350955-G02","350955","BRIGHTWATERS","MAIN OFFICE","145 ORINOCO DR","SUFFOLK","BRIGHTWATERS","NY","11718-1304","Active","Owned","1355864","V12287","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1963","3,857","12,800"," 2/7"
"55","Western New York","350975-G01","350975","BROCKPORT","MAIN OFFICE","14 MAIN ST","MONROE","BROCKPORT","NY","14420-9998","Active","Owned","1355953","V12303","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","7,740","20,102"," 3/8"
"56","New York","350928-G01","350928","BRONX","BAYCHESTER STATION","1525 E GUN HILL RD","BRONX","BRONX","NY","10469-9998","Active","Owned","1354260","V12085","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1951","21,040","24,264"," 7/8"
"57","New York","350927-G01","350927","BRONX","BOULEVARD  STATION","1132 SOUTHERN BLVD","BRONX","BRONX","NY","10459-9998","Active","Owned","1355498","V12221","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1936","12,830","18,750"," 2/3"
"58","New York","350927-G01","350927","BRONX","BOULEVARD  STATION","1132 SOUTHERN BLVD","BRONX","BRONX","NY","10459-9998","Active","Owned","1470300","17147","Post Office","Carrier Section (SEC)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1936","12,830","18,750"," 2/3"
"59","New York","350926-G01","350926","BRONX","CITY ISLAND STA","199 CITY ISLAND AVE","BRONX","BRONX","NY","10464-9998","Active","Owned","1358095","V12600","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","1/1/1977","4,095","9,840"," 3/7"
"60","New York","350924-G01","350924","BRONX","CO-OP CITY STATION","3300 CONNER ST","BRONX","BRONX","NY","10475-9998","Active","Owned","1358476","V12654","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1977","6,000","119,436"," 0/1"
"61","New York","350923-G01","350923","BRONX","CORNELL STATION","1950 LAFAYETTE AVE","BRONX","BRONX","NY","10473-9998","Active","Owned","1359277","V12766","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1976","12,880","91,350"," 1/7"
"62","New York","350922-G01","350922","BRONX","FORDHAM STATION","465 E 188TH ST","BRONX","BRONX","NY","10458-9998","Active","Owned","1363649","V13372","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1985","10,650","11,834"," 8/9"
"63","New York","350921-G01","350921","BRONX","HIGHBRIDGE STA.","1315 INWOOD AVE","BRONX","BRONX","NY","10452-9998","Active","Owned","1366916","V13862","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1974","12,700","14,000"," 8/9"
"64","New York","350921-G01","350921","BRONX","HIGHBRIDGE STA.","1315 INWOOD AVE","BRONX","BRONX","NY","10452-9998","Active","Owned","1433002","1804","Post Office","Carrier Annex (ANX)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1974","12,700","14,000"," 8/9"
"65","New York","350919-G01","350919","BRONX","HUB STATION","633 SAINT ANNS AVE","BRONX","BRONX","NY","10455-9998","Active","Owned","1367532","V13956","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1979","5,800","24,720"," 2/9"
"66","New York","350901-G01","350901","BRONX","HUNTS POINT STATION","800 MANIDA ST","BRONX","BRONX","NY","10474-9998","Active","Owned","1367685","2072","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/2001","5,173","50,092"," 1/9"
"67","New York","350914-G01","350914","BRONX","MORRIS HEIGHTS STA","2024 JEROME AVE","BRONX","BRONX","NY","10453-9998","Active","Owned","1373826","V14754","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1936","11,262","13,125"," 6/7"
"68","New York","350916-G01","350916","BRONX","MORRISANIA STA","442 E 167TH ST","BRONX","BRONX","NY","10456-9998","Active","Owned","1373840","V14758","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","10,591","18,469"," 4/7"
"69","New York","350913-G01","350913","BRONX","MOTT HAVEN STA","517 E 139TH ST","BRONX","BRONX","NY","10454-9998","Active","Owned","1373921","V14771","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","12,945","20,472"," 5/8"
"70","New York","350908-G01","350908","BRONX","THROGGS NECK STA.","3630 E TREMONT AVE","BRONX","BRONX","NY","10465-9998","Active","Owned","1384623","V16516","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1945","16,019","13,370","1 1/5"
"71","New York","350906-G01","350906","BRONX","WAKEFIELD STA.","4165 WHITE PLAINS RD","BRONX","BRONX","NY","10466-9998","Active","Owned","1386185","V16774","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1941","16,574","20,700"," 4/5"
"72","New York","350904-G01","350904","BRONX","WEST FARMS STA.","362 DEVOE AVE","BRONX","BRONX","NY","10460-9998","Active","Owned","1387024","V16888","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1936","11,589","11,589","1"
"73","New York","350905-G01","350905","BRONX","WESTCHESTER STATION","2619 PONTON AVE","BRONX","BRONX","NY","10461-9998","Active","Owned","1433928","V16964","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1955","12,390","20,000"," 5/8"
"74","New York","350903-G01","350903","BRONX","WILLIAMS BRIDGE STATION","711 E GUN HILL RD","BRONX","BRONX","NY","10467-9998","Active","Owned","1387734","V17036","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","4/1/1954","17,506","15,897","1 1/9"
"75","New York","350902-G01","350902","BRONX","WOODLAWN STATION","4364 KATONAH AVE","BRONX","BRONX","NY","10470-9998","Active","Owned","1388207","V17083","Post Office","Station","USPS Building, Prev. Leased","Land Data on separate record","USPS","Yes","10/1/1944","13,789","11,000","1 1/4"
"76","Long Island","350990-G02","350990","BROOKHAVEN","MAIN OFFICE","2512 MONTAUK HWY","SUFFOLK","BROOKHAVEN","NY","11719-9501","Active","Owned","1356009","V12315","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","10/1/1981","2,223","13,040"," 1/6"
"77","Triboro","350994-G01","350994","BROOKLYN","ADELPHI STA","950 FULTON ST","KINGS","BROOKLYN","NY","11238-9997","Active","Owned","1352387","V11831","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","11/1/1952","9,480","22,010"," 3/7"
"78","Triboro","350892-G01","350892","BROOKLYN","BATH BEACH STA.","1865 BENSON AVE","KINGS","BROOKLYN","NY","11214-9997","Active","Owned","1354186","V12064","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","9/1/1928","17,600","16,594","1    "
"79","Triboro","350802-G01","350802","BROOKLYN","BLYTHEBOURNE STA.","1200 51ST ST","KINGS","BROOKLYN","NY","11219-9997","Active","Owned","1355300","V12201","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1977","12,600","26,258"," 1/2"
"80","Triboro","350894-G01","350894","BROOKLYN","BREVOORT STA","1205 ATLANTIC AVE","KINGS","BROOKLYN","NY","11216-9997","Active","Owned","1355775","V12262","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1944","10,200","9,595","1    "
"81","Triboro","350889-G01","350889","BROOKLYN","BROWNSVILLE STA.","167 BRISTOL ST","KINGS","BROOKLYN","NY","11212-9997","Active","Owned","1356107","V12326","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","8/1/1951","11,300","12,600"," 8/9"
"82","Triboro","350992-G01","350992","BROOKLYN","CANARSIE STATION","10201 FLATLANDS AVE","KINGS","BROOKLYN","NY","11236-9997","Active","Owned","1356842","V12413","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1981","13,350","30,000"," 4/9"
"83","Triboro","350808-G01","350808","BROOKLYN","CONEY ISLAND STATION","2727 MERMAID AVE","KINGS","BROOKLYN","NY","11224-9997","Active","Owned","1358925","V12723","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1979","13,000","53,256"," 1/4"
"84","Triboro","350972-G01","350972","BROOKLYN","DYKER HEIGHTS STATION","8320 13TH AVE","KINGS","BROOKLYN","NY","11228-9997","Active","Owned","1361556","V12987","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1928","11,633","11,633","1"
"85","Triboro","350883-G01","350883","BROOKLYN","EAST NEW YORK STATION","2645 ATLANTIC AVE","KINGS","BROOKLYN","NY","11207-9997","Active","Owned","1361795","V13104","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1961","15,465","35,202"," 4/9"
"86","Triboro","350971-G01","350971","BROOKLYN","FLATBUSH STA","2273 CHURCH AVE","KINGS","BROOKLYN","NY","11226-9997","Active","Owned","1363490","V13345","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","17,593","40,260"," 4/9"
"87","Triboro","350886-G01","350886","BROOKLYN","FORT HAMILTON STATION","8801 5TH AVE","KINGS","BROOKLYN","NY","11209-9997","Active","Owned","1363780","V13399","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1977","56,432","23,092","2 4/9"
"88","Triboro","350807-G01","350807","BROOKLYN","GRAVESEND STATION","344 AVENUE U","KINGS","BROOKLYN","NY","11223-9997","Active","Owned","1365458","V13619","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","4/1/1970","13,182","24,551"," 5/9"
"89","Triboro","350801-G01","350801","BROOKLYN","KENSINGTON STA.","419 MCDONALD AVE","KINGS","BROOKLYN","NY","11218-9997","Active","Owned","1368888","V14133","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","12/1/1935","11,993","27,601"," 3/7"
"90","Triboro","350882-G01","350882","BROOKLYN","METROPOLITAN STA","47 DEBEVOISE ST","KINGS","BROOKLYN","NY","11206-9997","Active","Owned","1372861","V14653","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","1/1/1937","19,710","28,760"," 2/3"
"91","Triboro","350884-G01","350884","BROOKLYN","NEW LOTS STATION","1223 SUTTER AVE","KINGS","BROOKLYN","NY","11208-9997","Active","Owned","1374791","V14953","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1966","10,837","15,866"," 2/3"
"92","Triboro","350996-G41","350996","BROOKLYN","P&DC","1050 FORBELL ST RM 2037","KINGS","BROOKLYN","NY","11256-9901","Active","Owned","1434036","V19942","Administrative Office","District Administrative Office (DM)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1992","642,527","1,450,650"," 4/9"
