"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Nevada Sierra","312640-G04","312640","ELY","MAIN OFFICE","2600 BRISTLECONE AVE","WHITE PINE","ELY","NV","89301-3140","Active","Owned","1362519","Z14404","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1999","15,039","86,684"," 1/6"
"14","Nevada Sierra","312640-G04","312640","ELY","MAIN OFFICE","2600 BRISTLECONE AVE","WHITE PINE","ELY","NV","89301-3140","Active","Owned","1473669","17690","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1999","15,039","86,684"," 1/6"
"15","Nevada Sierra","312880-G02","312880","FALLON","MAIN OFFICE","120 N MAINE ST","CHURCHILL","FALLON","NV","89406-2930","Active","Owned","1363087","Z14408","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","10/1/1978","9,300","52,300"," 1/6"
"16","Nevada Sierra","312960-G01","312960","FERNLEY","MAIN OFFICE","315 E MAIN ST","LYON","FERNLEY","NV","89408-7747","Active","Owned","1363335","Z14413","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","8/13/2009","8,020","101,225"," 0/1"
"17","Nevada Sierra","313120-G01","313120","GABBS","MAIN OFFICE BLDG","101 4TH ST","NYE","GABBS","NV","89409-9800","Active","Owned","1364291","Z14416","Post Office","Part Time Post Office (PTPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","4/1/2000","1,500","0",""
"18","Nevada Sierra","313280-G02","313280","GENOA","MAIN OFFICE","2244 FOOTHILL RD","DOUGLAS","GENOA","NV","89411-9998","Active","Owned","1364623","Z14423","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1999","3,789","43,560"," 0/1"
"19","Nevada Sierra","313360-G01","313360","GERLACH","MAIN OFFICE","345 E SUNSET BLVD","WASHOE","GERLACH","NV","89412-9800","Active","Owned","1364685","Z14424","Post Office","Part Time Post Office (PTPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","","1,120","0",""
"20","Nevada Sierra","313520-G01","313520","GOLCONDA","MAIN OFFICE BLDG","295 OLD HIGHWAY 40 E","HUMBOLDT","GOLCONDA","NV","89414-9800","Active","Owned","1365068","Z14426","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","Land Data on separate record","USPS","No","2/1/1999","1,500","0",""
"21","Nevada Sierra","314080-G01","314080","HENDERSON","MAIN OFFICE","404 S BOULDER HWY","CLARK","HENDERSON","NV","89015-9998","Active","Owned","1366701","Z14441","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1988","26,780","232,833"," 1/9"
"22","Nevada Sierra","314080-G04","314082","HENDERSON","SEVEN HILLS STATION","3055 SAINT ROSE PKWY","CLARK","HENDERSON","NV","89052-9998","Active","Owned","1442504","6348","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","34,424","202,554"," 1/6"
"23","Nevada Sierra","314080-G02","314081","HENDERSON","VALLE VERDE STATION","1575 W HORIZON RIDGE PKWY","CLARK","HENDERSON","NV","89012-9998","Active","Owned","1385644","Z18270","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1997","29,323","230,800"," 1/8"
"24","Nevada Sierra","314880-G43","314885","LAS VEGAS","CROSSROADS STATION","6210 N JONES BLVD","CLARK","LAS VEGAS","NV","89130-4001","Active","Owned","1433307","2956","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2003","34,028","195,504"," 1/6"
"25","Nevada Sierra","314880-G08","314887","LAS VEGAS","EAST LAS VEGAS BRANCH","4948 MOUNTAIN VISTA ST","CLARK","LAS VEGAS","NV","89121-9995","Active","Owned","1361760","Z14395","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1981","16,010","107,000"," 1/7"
"26","Nevada Sierra","314880-G31","314889","LAS VEGAS","EMERALD BRANCH","4030 S JONES BLVD","CLARK","LAS VEGAS","NV","89103-9998","Active","Owned","1362540","25","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1999","24,664","181,308"," 1/7"
"27","Nevada Sierra","314880-G06","314890","LAS VEGAS","GARSIDE STATION","1801 S DECATUR BLVD","CLARK","LAS VEGAS","NV","89102-9998","Active","Owned","1439867","Z14421","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1981","25,799","153,000"," 1/6"
"28","Nevada Sierra","314880-G05","314891","LAS VEGAS","HUNTRIDGE STATION","3115 OLIVE ST","CLARK","LAS VEGAS","NV","89104-4460","Active","Owned","1367683","Z14448","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1976","11,617","87,000"," 1/8"
"29","Nevada Sierra","314880-G30","314893","LAS VEGAS","KING STATION","1801 N MARTIN L KING BLVD","CLARK","LAS VEGAS","NV","89106-9998","Active","Owned","1369070","Z18965","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1999","29,528","202,118"," 1/7"
"30","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1368240","Z14422","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"31","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1439873","Z14477","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"32","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1440309","Z18333","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"33","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1440323","Z18385","Administrative Office","District Administrative Office (DM)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"34","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1444070","8347","Administrative Office","Consumer Affairs Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"35","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1445332","10103","Administrative Office","District Administrative Office (Staff)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"36","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1445333","10104","Administrative Office","District Emergency Command Center (ECC)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"37","Nevada Sierra","314881-G10","314881","LAS VEGAS","P&DC & VMF","1001 E SUNSET RD UNIT 1001","CLARK","LAS VEGAS","NV","89199-9377","Active","Owned","1461580","16218","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1987","321,932","1,314,388"," 1/4"
"38","Nevada Sierra","314880-G25","314880","LAS VEGAS","P&DC OFFICE SPACE MODULAR","1001 E SUNSET RD RM 2006","CLARK","LAS VEGAS","NV","89199-9901","Active","Owned","1441445","Z14476","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1995","915","0",""
"39","Nevada Sierra","314880-G01","314894","LAS VEGAS","PARADISE VALLEY BRANCH","4975 SWENSON ST","CLARK","LAS VEGAS","NV","89119-9998","Active","Owned","1376758","Z14548","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1975","17,625","103,615"," 1/6"
"40","Nevada Sierra","314880-G15","314895","LAS VEGAS","RED ROCK VISTA STATION","2449 N TENAYA WAY","CLARK","LAS VEGAS","NV","89128-9995","Active","Owned","1439876","Z14574","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1991","24,833","208,875"," 1/8"
"41","Nevada Sierra","314880-G27","314896","LAS VEGAS","SILVERADO BRANCH","455 E PEBBLE RD","CLARK","LAS VEGAS","NV","89123-9998","Active","Owned","1381696","Z17942","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1999","21,482","175,111"," 1/8"
"42","Nevada Sierra","314880-G11","314897","LAS VEGAS","SPRING VALLEY BRANCH","3375 S RAINBOW BLVD","CLARK","LAS VEGAS","NV","89146-9998","Active","Owned","1439880","Z14618","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1987","19,648","181,619"," 1/9"
"43","Nevada Sierra","314880-G21","314899","LAS VEGAS","SUMMERLIN STATION","1611 SPRING GATE LN","CLARK","LAS VEGAS","NV","89134-9998","Active","Owned","1440210","Z17910","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1995","25,710","220,588"," 1/9"
"44","Nevada Sierra","314880-G29","314901","LAS VEGAS","SUNRISE CARRIER ANNEX","4885 E CAREY AVE","CLARK","LAS VEGAS","NV","89115-9998","Active","Owned","1384012","Z18119","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1996","25,605","205,087"," 1/8"
"45","Nevada Sierra","314880-G44","314902","LAS VEGAS","TOPAZ STATION","2675 N DECATUR BLVD","CLARK","LAS VEGAS","NV","89108-2991","Active","Owned","1433505","3507","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","27,032","151,000"," 1/6"
"46","Nevada Sierra","314880-G35","314904","LAS VEGAS","WESTRIDGE BRANCH","7925 W RUSSELL RD","CLARK","LAS VEGAS","NV","89113-9998","Active","Owned","1442445","6237","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/16/2004","32,408","181,646"," 1/6"
"47","Nevada Sierra","314880-G42","314880","LAS VEGAS","WINTERWOOD BRANCH","5070 VEGAS VALLEY DR","CLARK","LAS VEGAS","NV","89142-9998","Active","Owned","1433066","1998","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2001","20,000","151,153"," 1/8"
"48","Nevada Sierra","314900-G01","314900","LAUGHLIN","MAIN OFFICE","2850 NEEDLES HWY","CLARK","LAUGHLIN","NV","89029-9998","Active","Owned","1369929","Z14480","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1989","13,090","144,841"," 0/1"
"49","Nevada Sierra","315120-G01","315120","LOVELOCK","MAIN OFFICE","390 MAIN ST","PERSHING","LOVELOCK","NV","89419-9995","Active","Owned","1371041","Z14489","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","4,377","18,900"," 2/9"
"50","Nevada Sierra","315200-G01","315200","LUND","MAIN OFFICE BLDG","50 S MAIN ST","WHITE PINE","LUND","NV","89317-9800","Active","Owned","1371168","Z14491","Post Office","Part Time Post Office (PTPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","2/1/1998","915","0",""
"51","Nevada Sierra","315280-G01","315280","LUNING","MAIN OFFICE BLDG","202 PLYMIRE ST","MINERAL","LUNING","NV","89420-9700","Active","Owned","1371172","Z14492","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","4/1/1987","672","0",""
"52","Nevada Sierra","315670-G01","315670","MERCURY","MAIN OFFICE","525 BUSTER ST","NYE","MERCURY","NV","89023-9997","Active","Owned","1372743","Z14502","Post Office","Remotely Managed Post Office (RMPO)","Free Building","Free Land","Federal Agency","No","4/1/1964","2,985","3,985"," 3/4"
"53","Nevada Sierra","316000-G01","316000","MONTELLO","MAIN OFFICE BLDG","143 FRONT ST","ELKO","MONTELLO","NV","89830-9800","Active","Owned","1373588","Z14512","Post Office","Part Time Post Office (PTPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","3/1/1998","915","0",""
"54","Nevada Sierra","316160-G01","316160","NIXON","MAIN OFFICE BLDG","199 STATE ROUTE 447","WASHOE","NIXON","NV","89424-9800","Active","Owned","1375139","Z14531","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","12/1/1999","1,500","0",""
"55","Nevada Sierra","316200-G04","316200","NORTH LAS VEGAS","MAIN OFFICE","1414 E LAKE MEAD BLVD","CLARK","NORTH LAS VEGAS","NV","89030-9998","Active","Owned","1375362","Z14533","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/2001","21,635","155,073"," 1/7"
"56","Nevada Sierra","316200-G03","316201","NORTH LAS VEGAS","MEADOW MESA STATION","4904 CAMINO AL NORTE","CLARK","NORTH LAS VEGAS","NV","89031-9998","Active","Owned","1372476","Z18888","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1998","31,565","165,528"," 1/5"
"57","Nevada Sierra","316480-G04","316480","PAHRUMP","HOMESTEAD ","3001 E KELLOGG RD","NYE","PAHRUMP","NV","89061-7988","Active","Owned","1432917","1391","Post Office","Finance Station","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","1/1/1994","1,500","47,916"," 0/1"
"58","Nevada Sierra","316480-G01","316480","PAHRUMP","MAIN OFFICE","2300 POSTAL DR","NYE","PAHRUMP","NV","89048-9998","Active","Owned","1376592","Z14542","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1996","18,258","99,903"," 1/6"
"59","Nevada Sierra","316480-G06","316480","PAHRUMP","SIMKINS RETAIL UNIT","3950 N BLAGG RD","NYE","PAHRUMP","NV","89060-2659","Active","Owned","1432918","1392","Post Office","Finance Station","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","","1,500","0",""
"60","Nevada Sierra","317282-G02","317282","RENO","P&DC & VMF","2000 VASSAR ST","WASHOE","RENO","NV","89510-9991","Active","Owned","1439877","Z14578","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1975","247,234","504,904"," 1/2"
"61","Nevada Sierra","317282-G02","317282","RENO","P&DC & VMF","2000 VASSAR ST","WASHOE","RENO","NV","89510-9991","Active","Owned","1440315","Z18348","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1975","247,234","504,904"," 1/2"
"62","Nevada Sierra","317282-G02","317282","RENO","P&DC & VMF","2000 VASSAR ST","WASHOE","RENO","NV","89510-9991","Active","Owned","1441446","Z14577","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1975","247,234","504,904"," 1/2"
"63","Nevada Sierra","317280-G07","317287","RENO","PEAVINE STATION","1580 GRAND POINT WAY","WASHOE","RENO","NV","89523-3524","Active","Owned","1377060","Z17846","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1995","16,006","99,750"," 1/6"
"64","Nevada Sierra","317280-G14","317288","RENO","SIERRA STATION","1050 N HILLS BLVD","WASHOE","RENO","NV","89506-6744","Active","Owned","1381637","Z14603","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/2004","15,489","151,153"," 1/9"
"65","Nevada Sierra","317280-G12","317289","RENO","STEAMBOAT BRANCH","75 MCCABE DR","WASHOE","RENO","NV","89511-9986","Active","Owned","1383475","Z14639","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/2000","18,421","126,851"," 1/7"
"66","Nevada Sierra","317280-G04","317280","RENO","UNIVERSITY RETAIL UNIT","1674 N VIRGINIA ST","WASHOE","RENO","NV","89507-9998","Active","Owned","1439890","Z14673","Post Office","Finance Station","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","5/1/1984","5,400","0",""
"67","Nevada Sierra","317280-G17","317290","RENO","WASHINGTON STATION","1490 STARDUST ST","WASHOE","RENO","NV","89503-4238","Active","Owned","1439891","Z14686","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","8/1/1978","8,418","83,766"," 1/9"
"68","Nevada Sierra","317280-G17","317290","RENO","WASHINGTON STATION","1490 STARDUST ST","WASHOE","RENO","NV","89503-4238","Active","Owned","1457367","15301","Post Office","Finance Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","8/1/1978","8,418","83,766"," 1/9"
"69","Nevada Sierra","317360-G02","317360","ROUND MOUNTAIN","MAIN OFFICE BLDG","83 HADLEY LN","NYE","ROUND MOUNTAIN","NV","89045-9995","Active","Owned","","","","","USPS Personal Property","Land Data on separate record","USPS","No","5/1/1991","2,040","0",""
"70","Nevada Sierra","317680-G02","317680","SEARCHLIGHT","MAIN OFFICE","437 S MAIN ST","CLARK","SEARCHLIGHT","NV","89046-9800","Active","Owned","1381086","Z14596","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","3/1/1985","2,106","17,502"," 1/8"
"71","Nevada Sierra","318000-G01","318000","SILVERPEAK","MAIN OFFICE TRAILER","350 MAIN ST","ESMERALDA","SILVERPEAK","NV","89047-9995","Active","Owned","1381701","Z14607","Post Office","Part Time Post Office (PTPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1976","500","0",""
"72","Nevada Sierra","318240-G01","318240","SPARKS","MAIN OFFICE","750 4TH ST","WASHOE","SPARKS","NV","89431-7419","Active","Owned","1382429","Z14616","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1976","18,275","103,018"," 1/6"
"73","Nevada Sierra","318240-G02","318241","SPARKS","SUN VALLEY BRANCH","125 W 6TH AVE","WASHOE","SUN VALLEY","NV","89433-7303","Active","Owned","1439888","Z14648","Post Office","Finance Branch","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","5/1/1986","3,567","0",""
"74","Nevada Sierra","318240-G03","318242","SPARKS","VISTA STATION","2929 VISTA BLVD","WASHOE","SPARKS","NV","89434-8040","Active","Owned","1386062","Z17859","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1993","18,560","173,999"," 1/9"
"75","Nevada Sierra","318640-G01","318640","TONOPAH","MAIN OFFICE","201 ERIE MAIN","NYE","TONOPAH","NV","89049-9800","Active","Owned","1384812","Z14658","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1941","6,809","9,000"," 3/4"
"76","Nevada Sierra","319200-G01","319200","VIRGINIA CITY","MAIN OFFICE","132 S C ST","STOREY","VIRGINIA CITY","NV","89440-9800","Active","Owned","1386046","Z14679","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1969","2,190","8,798"," 1/4"
"77","Nevada Sierra","319760-G02","319760","WINNEMUCCA","MAIN OFFICE","850 HANSON ST","HUMBOLDT","WINNEMUCCA","NV","89445-3676","Active","Owned","1388000","Z14700","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1991","15,975","124,146"," 1/8"
"78","Nevada Sierra","319840-G01","319840","YERINGTON","MAIN OFFICE","26 N MAIN ST","LYON","YERINGTON","NV","89447-2278","Active","Owned","1388464","Z14703","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1939","3,049","22,500"," 1/7"
"79","Nevada Sierra","319920-G01","319920","ZEPHYR COVE","STATELINE BRANCH","223 KINGSBURY GRADE","DOUGLAS","STATELINE","NV","89449-9800","Active","Owned","1439887","Z14635","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1978","7,194","55,560"," 1/8"
"80","Total","","","","","","","","","","","","","","","","","","","","","4,179,497","17,906,393","--"
"81","Count","","","","","","","","","","","","","","","","","","","","","76","76","76"
