"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"12","Mid-Carolinas","360304-G07","360305","ASHEVILLE","LONDON RD CARRIER ANNEX","37 LONDON RD","BUNCOMBE","ASHEVILLE","NC","28803-2706","Active","Owned","1370833","Y18604","Post Office","Carrier Annex (ANX)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1990","10,800","229,960"," 0/1"
"13","Mid-Carolinas","360320-G03","360320","ASHEVILLE","P & DF","591 BREVARD RD","BUNCOMBE","ASHEVILLE","NC","28810-9880","Active","Owned","1441331","Y14729","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1979","98,693","454,766"," 2/9"
"14","Mid-Carolinas","360320-G03","360320","ASHEVILLE","P & DF","591 BREVARD RD","BUNCOMBE","ASHEVILLE","NC","28810-9880","Active","Owned","1472099","17373","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1979","98,693","454,766"," 2/9"
"15","Mid-Carolinas","360304-G06","360304","ASHEVILLE","VMF","4 CLINGMAN AVE","BUNCOMBE","ASHEVILLE","NC","28801-3206","Active","Owned","1438488","Y18709","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","4/1/1975","0","12,282",""
"16","Mid-Carolinas","360352-G01","360352","ATLANTIC BEACH","MAIN OFFICE","1516 W FORT MACON RD","CARTERET","ATLANTIC BEACH","NC","28512-5328","Active","Owned","1353600","Y14740","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1990","10,913","116,567"," 0/1"
"17","Greensboro","360528-G01","360528","BARCO","MAIN OFFICE (MOD & LAND)","3929 CARATOKE HWY","CURRITUCK","BARCO","NC","27917-9998","Active","Owned","1354030","Y14773","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1999","745","28,793"," 0/1"
"18","Mid-Carolinas","360680-G02","360680","BELMONT","MAIN OFFICE","208 GLENWAY ST","GASTON","BELMONT","NC","28012-3116","Active","Owned","1354576","Y14807","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1970","8,324","40,000"," 1/5"
"19","Greensboro","360728-G01","360728","BENSON","MAIN OFFICE","402 S MARKET ST","JOHNSTON","BENSON","NC","27504-9998","Active","Owned","1354673","Y14812","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","11/1/1974","4,959","45,000"," 1/9"
"20","Greensboro","360896-G01","363197","BONLEE","MAIN OFFICE (MODULAR)","1010 ELMER MOORE RD","CHATHAM","BONLEE","NC","27213-9997","Active","Owned","","","","","USPS Personal Property","Land Data on separate record","USPS","No","12/1/1996","750","0",""
"21","Greensboro","360912-G02","360912","BOONE","MAIN OFFICE","1544 BLOWING ROCK RD","WATAUGA","BOONE","NC","28607-6142","Active","Owned","1355425","Y14866","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1977","15,900","115,869"," 1/7"
"22","Mid-Carolinas","361096-G02","361096","BURNSVILLE","MAIN OFFICE","670 W MAIN ST","YANCEY","BURNSVILLE","NC","28714-2748","Active","Owned","1356429","Y14918","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/2000","15,800","224,203"," 0/1"
"23","Mid-Carolinas","361192-G02","361192","CANTON","MAIN OFFICE","183 PARK ST","HAYWOOD","CANTON","NC","28716-4230","Active","Owned","1356896","Y14944","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1983","17,400","196,892"," 0/1"
"24","Mid-Carolinas","361208-G01","361208","CAROLINA BEACH","MAIN OFFICE","1323 BRIDGE BARRIER RD","NEW HANOVER","CAROLINA BEACH","NC","28428-3931","Active","Owned","1357080","Y14954","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1986","7,200","84,425"," 0/1"
"25","Greensboro","361216-G02","361216","CARRBORO","MAIN OFFICE","1500 W MAIN ST","ORANGE","CARRBORO","NC","27510-9998","Active","Owned","1357098","Y14960","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1996","12,616","196,020"," 0/1"
"26","Greensboro","361232-G01","361232","CARY","ACADEMY STREET STA","205 S ACADEMY ST","WAKE","CARY","NC","27519-9998","Active","Owned","1438107","Y14678","Post Office","Finance Station","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1966","6,249","45,360"," 1/7"
"27","Greensboro","361232-G02","361232","CARY","MAIN OFFICE","150 WRENN DR","WAKE","CARY","NC","27511-9998","Active","Owned","1438131","Y14963","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1990","44,301","322,780"," 1/7"
"28","Mid-Carolinas","361256-G01","361256","CASHIERS","MAIN OFFICE","230 FRANK ALLEN RD","JACKSON","CASHIERS","NC","28717-9561","Active","Owned","1357206","Y14965","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1990","7,550","108,900"," 0/1"
"29","Greensboro","361296-G01","361296","CEDAR FALLS","MAIN OFFICE (MODULAR)","370 LOFLIN POND RD","RANDOLPH","CEDAR FALLS","NC","27230-9996","Active","Owned","1357361","Y14972","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","1/1/1999","764","0",""
"30","Mid-Carolinas","361392-G33","361392","CHARLOTTE","30TH STREET STATION SOLD","110 MATHESON AVE","MECKLENBURG","CHARLOTTE","NC","28206-2709","Active","Owned","1432731","289","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","12,437","174,240"," 0/1"
"31","Mid-Carolinas","361392-G33","361392","CHARLOTTE","30TH STREET STATION SOLD","110 MATHESON AVE","MECKLENBURG","CHARLOTTE","NC","28206-2709","Active","Owned","1473437","17521","Post Office","Finance Station - No Delivery","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","12,437","174,240"," 0/1"
"32","Mid-Carolinas","361392-G26","361407","CHARLOTTE","BALLANTYNE CARRIER ANNEX","8240 BALLANTYNE COMMONS PKWY","MECKLENBURG","CHARLOTTE","NC","28277-2466","Active","Owned","1353940","Y19166","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1998","21,610","185,562"," 1/9"
"33","Mid-Carolinas","361392-G04","361418","CHARLOTTE","DOWNTOWN STATION","201 N MCDOWELL ST","MECKLENBURG","CHARLOTTE","NC","28204-9798","Active","Owned","1361177","Y15153","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1981","19,670","142,839"," 1/7"
"34","Mid-Carolinas","361392-G04","361418","CHARLOTTE","DOWNTOWN STATION","201 N MCDOWELL ST","MECKLENBURG","CHARLOTTE","NC","28204-9798","Active","Owned","1438134","Y14993","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1981","19,670","142,839"," 1/7"
"35","Mid-Carolinas","361392-G25","361403","CHARLOTTE","INDEPENDENCE CARRIER ANX","3717 EASTWAY DR","MECKLENBURG","CHARLOTTE","NC","28205-6216","Active","Owned","1367878","Y18478","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1995","23,781","216,102"," 1/9"
"36","Mid-Carolinas","361392-G25","361403","CHARLOTTE","INDEPENDENCE CARRIER ANX","3717 EASTWAY DR","MECKLENBURG","CHARLOTTE","NC","28205-6216","Active","Owned","1473436","17520","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1995","23,781","216,102"," 1/9"
"37","Mid-Carolinas","361392-G29","361401","CHARLOTTE","MINT HILL STATION","8920 LAWYERS RD","MECKLENBURG","MINT HILL","NC","28227-9498","Active","Owned","1373356","Y18707","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1998","18,728","320,078"," 0/1"
"38","Mid-Carolinas","361392-G07","361398","CHARLOTTE","NORTH TRYON STATION","6700 N TRYON ST","MECKLENBURG","CHARLOTTE","NC","28213-9798","Active","Owned","1375464","Y16063","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1987","20,802","341,322"," 0/1"
"39","Mid-Carolinas","361392-G31","361405","CHARLOTTE","NORTHEAST STATION","1820 HARRIS HOUSTON RD","MECKLENBURG","CHARLOTTE","NC","28262-9191","Active","Owned","1375499","1889","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/2001","19,360","205,257"," 0/1"
"40","Mid-Carolinas","361392-G31","361405","CHARLOTTE","NORTHEAST STATION","1820 HARRIS HOUSTON RD","MECKLENBURG","CHARLOTTE","NC","28262-9191","Active","Owned","1460738","15976","Administrative Office","Headquarters Related","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/2001","19,360","205,257"," 0/1"
"41","Mid-Carolinas","361392-G28","361414","CHARLOTTE","OAKDALE STATION","1101 SUNSET RD","MECKLENBURG","CHARLOTTE","NC","28216-9598","Active","Owned","1375746","Y18706","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1996","18,349","222,592"," 0/1"
"42","Mid-Carolinas","361392-G34","361411","CHARLOTTE","PLAZA STATION","4325 E WT HARRIS BLVD","MECKLENBURG","CHARLOTTE","NC","28215-1985","Active","Owned","1377780","1581","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1999","21,530","364,498"," 0/1"
"43","Mid-Carolinas","361392-G32","361413","CHARLOTTE","STEEL CREEK STA","10926 QUALITY DR","MECKLENBURG","CHARLOTTE","NC","28278-8737","Active","Owned","1383484","Y16529","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1999","15,948","170,850"," 0/1"
"44","Mid-Carolinas","361392-G30","361399","CHARLOTTE","W T HARRIS STATION","3515 DAVID COX RD","MECKLENBURG","CHARLOTTE","NC","28269-9598","Active","Owned","1388354","Y19165","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","18,917","287,496"," 0/1"
"45","Mid-Carolinas","361394-G13","361419","CHARLOTTE","YORKMONT STA","4800 EXPRESS DR","MECKLENBURG","CHARLOTTE","NC","28208-6354","Active","Owned","1438533","Y19167","Post Office","Station","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","11/1/1987","34,873","163,350"," 2/9"
"46","Mid-Carolinas","361394-G13","361419","CHARLOTTE","YORKMONT STA","4800 EXPRESS DR","MECKLENBURG","CHARLOTTE","NC","28208-6354","Active","Owned","1473201","17504","Post Office","Finance Station - No Delivery","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","11/1/1987","34,873","163,350"," 2/9"
"47","Greensboro","361520-G01","361520","CLAYTON","MAIN OFFICE","604 E FRONT ST","JOHNSTON","CLAYTON","NC","27520-9998","Active","Owned","1358251","Y15020","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","15,332","170,000"," 0/1"
"48","Greensboro","361528-G01","361528","CLEMMONS","MAIN OFFICE","3630 CLEMMONS RD","FORSYTH","CLEMMONS","NC","27012-9998","Active","Owned","1358309","Y15021","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","5/1/1983","6,376","36,000"," 1/6"
"49","Mid-Carolinas","361768-G01","361768","CORNELIUS ","MAIN OFFICE","20311 CHARTWELL CENTER DR","MECKLENBURG","CORNELIUS","NC","28031-9998","Active","Owned","","","","","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1995","6,602","82,424"," 0/1"
"50","Mid-Carolinas","361912-G01","361912","CULLOWHEE","MAIN OFFICE","4710 LITTLE SAVANNAH RD","JACKSON","CULLOWHEE","NC","28723-7240","Active","Owned","1360010","Y15104","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1980","7,300","52,500"," 1/7"
"51","Mid-Carolinas","362000-G01","362000","DAVIDSON","MAIN OFFICE","99 JACKSON ST","MECKLENBURG","DAVIDSON","NC","28036-9721","Active","Owned","1360344","Y15119","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1984","6,885","47,241"," 1/7"
"52","Greensboro","362032-G02","362032","DEEP GAP","MAIN OFFICE (TRAILER)","7378 OLD 421 S","WATAUGA","DEEP GAP","NC","28618-8934","Active","Owned","1360498","Y15122","Post Office","Main Post Office","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","4/1/1998","1,500","0",""
"53","Mid-Carolinas","362048-G01","362048","DELCO","MAIN OFFICE (MOD & LAND)","30 DELCO PROSPER RD","COLUMBUS","DELCO","NC","28436-9804","Active","Owned","1360597","Y15127","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1999","1,500","4,511"," 1/3"
"54","Mid-Carolinas","362176-G03","362176","DUNN","MAIN OFFICE","1115 S CLINTON AVE","HARNETT","DUNN","NC","28334-6314","Active","Owned","1361479","Y15174","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","10/1/2000","20,538","260,328"," 0/1"
"55","Greensboro","362192-G10","362194","DURHAM","ENO VALLEY STATION","311 MILTON RD","DURHAM","DURHAM","NC","27712-9998","Active","Owned","1438152","Y15266","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1988","13,092","444,761"," 0/1"
"56","Greensboro","362192-G01","362192","DURHAM","MAIN OFFICE","323 E CHAPEL HILL ST","DURHAM","DURHAM","NC","27701-9998","Active","Owned","1438143","Y15179","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1934","64,735","48,128","1 1/3"
"57","Greensboro","362192-G14","362197","DURHAM","RESEARCH TRIANGLE PARK","65 TW ALEXANDER DR","DURHAM","DURHAM","NC","27709-9998","Active","Owned","1438239","Y16288","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/2000","24,147","631,620"," 0/1"
"58","Greensboro","362192-G08","362193","DURHAM","WEST DURHAM STATION","3520 KANGAROO DR","DURHAM","DURHAM","NC","27705-4595","Active","Owned","1438285","Y16767","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1988","17,695","355,885"," 0/1"
"59","Greensboro","362278-G02","362278","EDEN","MAIN OFFICE","332 N PIERCE ST","ROCKINGHAM","EDEN","NC","27288-3462","Active","Owned","1362033","Y15220","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1991","17,067","196,891"," 0/1"
"60","Greensboro","362280-G01","362280","EDENTON","MAIN OFFICE","100 N BROAD ST","CHOWAN","EDENTON","NC","27932-9998","Active","Owned","1438150","Y15221","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1932","10,890","21,800"," 1/2"
"61","Greensboro","362368-G01","362368","ELKIN","MAIN OFFICE","213 W MAIN ST","SURRY","ELKIN","NC","28621-3489","Active","Owned","1362334","Y15242","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1938","8,686","20,070"," 3/7"
"62","Greensboro","362416-G01","362416","ELM CITY","MAIN OFFICE","409 W MAIN ST","WILSON","ELM CITY","NC","27822-9998","Active","Owned","1362424","Y15250","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1976","7,777","62,239"," 1/8"
"63","Mid-Carolinas","362680-G13","362683","FAYETTEVILLE","CLIFFDALE STATION","6380 CLIFFDALE RD","CUMBERLAND","FAYETTEVILLE","NC","28314-2043","Active","Owned","1358352","291","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","21,996","366,470"," 0/1"
"64","Mid-Carolinas","362680-G13","362683","FAYETTEVILLE","CLIFFDALE STATION","6380 CLIFFDALE RD","CUMBERLAND","FAYETTEVILLE","NC","28314-2043","Active","Owned","1461312","16191","Post Office","Contract Postal Unit Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","21,996","366,470"," 0/1"
"65","Mid-Carolinas","362680-G02","362687","FAYETTEVILLE","LAFAYETTE BRANCH","907 BRIGHTON RD","CUMBERLAND","FAYETTEVILLE","NC","28314-2511","Active","Owned","1369501","Y15700","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1978","14,505","117,000"," 1/8"
"66","Mid-Carolinas","362680-G03","362685","FAYETTEVILLE","LAKEDALE STATION","2503 SOUTHERN AVE","CUMBERLAND","FAYETTEVILLE","NC","28306-2948","Active","Owned","1369663","Y15706","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1975","6,716","80,909"," 0/1"
"67","Mid-Carolinas","362681-G01","362681","FAYETTEVILLE","P&DC","301 GREEN ST STE 200","CUMBERLAND","FAYETTEVILLE","NC","28301-5099","Active","Owned","1363229","Y18772","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1965","137,934","230,237"," 3/5"
"68","Mid-Carolinas","362681-G01","362681","FAYETTEVILLE","P&DC","301 GREEN ST STE 200","CUMBERLAND","FAYETTEVILLE","NC","28301-5099","Active","Owned","1438158","Y15309","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1965","137,934","230,237"," 3/5"
"69","Mid-Carolinas","362681-G01","362681","FAYETTEVILLE","P&DC","301 GREEN ST STE 200","CUMBERLAND","FAYETTEVILLE","NC","28301-5099","Active","Owned","1441333","Y15308","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1965","137,934","230,237"," 3/5"
"70","Mid-Carolinas","362681-G03","362681","FAYETTEVILLE","P&DC ANNEX","2507 DOWNING RD","CUMBERLAND","FAYETTEVILLE","NC","28312-8225","Active","Owned","1440967","1910","Mail Processing","Mail Processing Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","74,000","438,431"," 1/6"
"71","Mid-Carolinas","362680-G14","362680","FAYETTEVILLE","VMF","2509 DOWNING ROAD ","CUMBERLAND","Fayetteville","NC","28312-8225","Active","Owned","1433152","2243","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/26/2008","16,300","146,449"," 1/9"
"72","Mid-Carolinas","362816-G03","362816","FRANKLIN","MAIN OFFICE","250 DEPOT ST","MACON","FRANKLIN","NC","28734-3002","Active","Owned","1364011","Y15362","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","16,371","196,892"," 0/1"
"73","Greensboro","362864-G01","362864","FUQUAY VARINA","MAIN OFFICE","131 N JUDD PKWY NE","WAKE","FUQUAY VARINA","NC","27526-9998","Active","Owned","1364279","Y15379","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/2000","20,310","224,215"," 0/1"
"74","Mid-Carolinas","362912-G01","362912","GASTONIA","MAIN OFFICE","301 W MAIN AVE","GASTON","GASTONIA","NC","28052-4132","Active","Owned","1364527","Y15391","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","24,888","208,783"," 1/8"
"75","Mid-Carolinas","363072-G01","363072","GLOUCESTER","MAIN OFFICE","310 PIGOTT RD","CARTERET","GLOUCESTER","NC","28528-9344","Active","Owned","1365033","Y15424","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Lease Purchase","USPS","No","","2,000","76,888"," 0/1"
"76","Greensboro","363104-G01","363105","GOLDSBORO","BERKLEY STATION","3100 CASHWELL DR","WAYNE","GOLDSBORO","NC","27534-9998","Active","Owned","1438118","Y14814","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1978","7,493","76,421"," 0/1"
"77","Greensboro","363128-G02","363128","GRAHAM","MAIN OFFICE","112 S MARSHALL ST","ALAMANCE","GRAHAM","NC","27253-3074","Active","Owned","1365270","Y15439","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1979","8,534","32,011"," 1/4"
"78","Greensboro","363192-G06","363192","GREENSBORO","GUILFORD FINANCE STA","5704 W MARKET ST","GUILFORD","GREENSBORO","NC","27409-2213","Active","Owned","1365840","Y15478","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","9/1/1981","5,815","212,298"," 0/1"
"79","Greensboro","363193-G01","363193","GREENSBORO","NDC","3701 W WENDOVER AVE","GUILFORD","GREENSBORO","NC","27495-0001","Active","Owned","1438171","Y15460","Network Facilities","Network Distribution Center (NDC/ASF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1975","459,331","2,451,950"," 1/5"
"80","Greensboro","363193-G01","363193","GREENSBORO","NDC","3701 W WENDOVER AVE","GUILFORD","GREENSBORO","NC","27495-0001","Active","Owned","1445144","9903","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1975","459,331","2,451,950"," 1/5"
"81","Greensboro","363195-G01","363195","GREENSBORO","P&DC","1120 PLEASANT RIDGE RD","GUILFORD","GREENSBORO","NC","27498-9795","Active","Owned","1441334","Y15457","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/2001","459,000","3,789,720"," 1/8"
"82","Greensboro","363192-G02","363203","GREENSBORO","SPRING VALLEY STATION","2300 SOABAR ST","GUILFORD","GREENSBORO","NC","27406-3650","Active","Owned","1382559","Y16500","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1974","13,300","85,500"," 1/6"
"83","Greensboro","363192-G12","363204","GREENSBORO","SUMMIT STATION","1585 YANCEYVILLE ST","GUILFORD","GREENSBORO","NC","27405-6940","Active","Owned","1383932","Y16558","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1986","12,250","87,000"," 1/7"
"84","Greensboro","363193-G02","363193","GREENSBORO","VMF AT NDC","3701 W WENDOVER AVE","GUILFORD","GREENSBORO","NC","27495-0001","Active","Owned","","","","","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1975","0","31,050",""
"85","Greensboro","363192-G07","363201","GREENSBORO","WESTSIDE CARRIER STA","4528 W MARKET ST","GUILFORD","GREENSBORO","NC","27407-1286","Active","Owned","1387370","Y18689","Post Office","Carrier Annex (ANX)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1980","17,872","132,117"," 1/7"
